Sample Name,Raman peak area of blanks,Total blank1 RU,Total Blank2 RU,Total sample RU after blank subtraction,Position in final database,M:C,BIX,HIX,FI,Ultra Violet Humic-like,Marine Humic-like,Visible Humic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,Fulvic Acid-like,Optical Brighteners,Diesel Band II,Petroleum-like,Lignin-like,PARAFAC1,PARAFAC2,PARAFAC3,PARAFAC4,PARAFAC5,PARAFAC6
C17_H_D_3_30_1300,34936.7405021306,63.6248337651082,64.3743716987325,60.0889143515828,12,1.14284967397585,0.819023612511131,1.27591029447553,1.60990505327004,0.0271058356715052,0.0309793897762137,0.0271071432067174,0.0601604402980778,0.0787200937235095,0.0316865784243115,0.0119986125457074,0.0207205743045574,0.00901864715066121,0.0296464469291534,0.0742258656172852,0.0568792936377958,0.0386750624413737,0.0466031637309621,0.0746174635028865,0.0251207445804306,0.0503478078660001
CPit_F_3_30_0700,34936.7405021306,63.6248337651082,64.3743716987325,58.7721945033144,13,1.32762388265816,0.83775073592429,0.651194609674644,1.7126206059801,0.0211731730274623,0.0270790982148353,0.020396663971288,0.0842405787873874,0.139235591805375,0.0719074641014979,0.00824705458364788,0.0151000292375656,0.00599793704923148,0.0196298785191692,0.0726756324140397,0.0423582175519841,0.0662025331948023,0.0536106169255329,0.0812177004532971,0.0146459761916196,0.079975203720937
C12_H_D_3_30_1300,34936.7405021306,63.6248337651082,64.3743716987325,45.6666751501259,14,1.18303868576627,0.844446382002995,0.892601618158618,1.71145624112753,0.0166140148005593,0.0201104906808547,0.0169990135764908,0.0524551735623737,0.0904856088409135,0.0437535089977554,0.00704050489098701,0.0128292745368673,0.00493699481489809,0.0182247847021029,0.0527510401291748,0.0392571112008049,0.0371628387585358,0.0396644197420148,0.0538877825800018,0.0133348512660101,0.0590879347930893
C16_H_N_3_31_0100,35029.4654095998,64.2039692221501,63.6601000200337,42.0927513278132,15,1.06322649531928,0.813006859776728,1.12556151859038,1.7555858909885,0.0168554004453801,0.0185475342065053,0.0174445748748347,0.0408279713966984,0.0320408009785086,0.0167000262240803,0.00815865306065103,0.0138612457925289,0.00557154332084157,0.0180930957441357,0.0374922459531151,0.035394123028477,0.0242417180488781,0.0409188462818995,0.0382573747785363,0.0152749386801469,0.0261717509348398
C05_H_D_3_30_1300,35029.4654095998,64.2039692221501,63.6601000200337,49.1500737618465,16,1.20983617044498,0.880383107020757,0.598291222578751,1.6339508726752,0.0170247176416875,0.0211847519371862,0.0175104303001574,0.0668766920235834,0.0904515803341857,0.0572912644404908,0.00807173891412573,0.0136129615493539,0.00572978109447281,0.0180592759313471,0.0488432664202785,0.0347558702173539,0.0460386915744261,0.0548633549807729,0.062119659777817,0.0141213139603639,0.0635290917184532
CPitBottom_B_3_30_1300,35029.4654095998,64.2039692221501,63.6601000200337,69.3250292291941,17,1.41657462974983,0.864858267298457,0.857228567789976,1.56582896901479,0.0305838558884298,0.0390786976149971,0.0275867552575741,0.0843615378484205,0.125643606113576,0.0640330326288864,0.0110985801991839,0.0205689518651671,0.00866338839983124,0.0269410508167338,0.0805136381128945,0.0697709270755134,0.0605164200438164,0.0665934620305187,0.0906328805831299,0.0207109513898396,0.0752119814662121
C08_L_D_3_30_0700,35029.4654095998,64.2039692221501,63.6601000200337,80.4722784480076,18,1.23895412984845,0.840267330770734,1.35776871834385,1.62427486991778,0.0373944270916748,0.0450119677122736,0.0363306167902918,0.0812276940575413,0.0983595531428184,0.0601743248792228,0.0154927715181102,0.0286201492887901,0.010920972964336,0.035407699201475,0.0767016115805558,0.0872877504413078,0.0547056291947851,0.0648798218642328,0.0888217953868914,0.0305746314593639,0.065374716214608
C14_L_D_3_30_0700,35029.4654095998,64.2039692221501,63.6601000200337,77.9158591845525,19,1.21755260402006,0.86547543434926,0.512892076833111,1.69885171363927,0.0297869043810435,0.0358995419017586,0.0294850027696766,0.116060891305933,0.145903175415163,0.0584792897121004,0.0131157770356498,0.0236523194770056,0.0101331992091229,0.0292974352190214,0.101756388625465,0.0561495741615999,0.0788084175997586,0.10628462128359,0.112391974459383,0.0233282262495202,0.104015095700448
C13_L_D_3_30_0700,35029.4654095998,64.2039692221501,63.6601000200337,88.437396136389,20,1.24069819147832,0.793539245177991,1.02899341151134,1.62463011912728,0.0414396975028776,0.0504259365296085,0.0406431933857539,0.0926811220815096,0.133796302897097,0.0660929398104284,0.0192855489389544,0.0321352967617267,0.0147072556456062,0.0396537552696965,0.0922390911340725,0.0889213079552025,0.071753446581361,0.0721662712529943,0.0902436433262586,0.0346987617739245,0.0867307425216508
CReefcrest_C_3_29_1300,35029.4654095998,64.2039692221501,63.6601000200337,23.317849648635,21,1.68876114779021,0.761211607058709,0.635194291855337,1.56680120713291,0.00570988862432778,0.00910020344179984,0.0053886859332995,0.0169282983791903,0.0163678215371884,0.012030151745006,0.00258367132837972,0.00416551765486345,0.0014893303942493,0.00618069178746648,0.0156202254903207,0.013892833408304,0.0120912733535656,0.0199695739295789,0.0110760826468213,0.00461865364425621,0.0133856666905905
C19_HD_3_30_1300,35161.2915524507,63.4214266076357,62.477211206498,49.8645481339698,22,1.34743440109574,0.899467264215625,0.95647343717292,1.60091230560969,0.0198602095778401,0.0255305674793974,0.0189475401983471,0.0513783311404731,0.0736251741396018,0.0496974706174418,0.0085009385206896,0.01450972684292,0.00626551251103327,0.0207264997802989,0.0659047831474259,0.0449389682871309,0.0302903027524241,0.044950308961698,0.0659762205448226,0.0161645052788486,0.0563879014178754
C04_H_D_3_30_1300,35161.2915524507,63.4214266076357,62.477211206498,63.2851483266016,23,1.24514166743849,0.829674355605802,0.922601611173331,1.55127722269706,0.0258060549893351,0.0307313739373004,0.0246810260558712,0.0790818440249809,0.115341454609832,0.0504891557784892,0.0105831025982498,0.018415313934999,0.0077364254734362,0.0264347269550134,0.091296202293756,0.0549041178758671,0.0530976728370492,0.0596739551935089,0.0907561319733742,0.0211773272146618,0.0755078010280776
C06_H_D_3_30_1300,35161.2915524507,63.4214266076357,62.477211206498,50.995745755583,24,1.37418493134688,0.937535521693757,0.414266989683881,1.55197426968443,0.0146843746586196,0.018076803001992,0.0131545635450058,0.0949898835423283,0.111168477439848,0.0545473329295501,0.00573060431536203,0.00965958598869244,0.00436142814577556,0.0163204094996719,0.0710443586265814,0.0253135929371478,0.0617403390903257,0.0727069908404384,0.093773810946829,0.00944788561061049,0.0743886807946961
CPit_G_3_30_1300,35161.2915524507,63.4214266076357,62.477211206498,44.0020137495286,25,1.30304587192782,0.863833991579495,0.494558121479263,1.57488233694203,0.0128164167000712,0.01524501034219,0.0116995193113466,0.0659292718566135,0.102260945530558,0.0457716687050447,0.00550331953411847,0.00878558089832483,0.00389443869658962,0.013691111591796,0.0617845924636896,0.0255637076717656,0.0484161784524842,0.0481838697995787,0.0694398931443171,0.00820737825913576,0.0644734616048419
CPit_E_3_29_1900,35161.2915524507,63.4214266076357,62.477211206498,73.3192935863823,26,1.19997809845357,0.723569959288128,1.45390544038946,1.54494078502869,0.0359740877968586,0.0397473998207716,0.0331234377294008,0.0587519380647139,0.0551031752937236,0.039923884321968,0.0160745036447251,0.0271063107282667,0.0121505227639857,0.0358184242367988,0.0632977285264604,0.0679131097036645,0.0428178800666187,0.0528372593360576,0.0547464597803215,0.0334193531799891,0.0368826208928382
C01_L_D_3_30_0700,35161.2915524507,63.4214266076357,62.477211206498,82.9340697369731,27,1.33593351201488,0.843513944252043,0.849867258653345,1.57786754674346,0.0348295769102509,0.0441412251477835,0.0330414835400071,0.0800541337445955,0.106711740487689,0.0508234507044419,0.0146747324920298,0.0260612722704101,0.0117631778814738,0.0323261564947021,0.090903993760532,0.07233573764772,0.0521595319539547,0.0734130022273791,0.0983895525407489,0.0279262252911411,0.0766008913998351
C16_H_D_3_30_1300,35161.2915524507,63.4214266076357,62.477211206498,53.9248889516552,28,1.22834658752063,0.764816376347451,1.24097213350135,1.62946442725456,0.0225872579736281,0.0264095710716882,0.0215000972363956,0.0494864626029105,0.0948844952619389,0.0446191840991667,0.00977814959889642,0.0170360162041212,0.0072221886453195,0.0234734421614048,0.050124977408024,0.0498699819962182,0.0366221414901912,0.0348179656146886,0.0436373587591092,0.0196132655519395,0.056847367848625
C14_H_D_3_30_1300,35421.1538341916,62.0188559892478,66.7917951300878,41.3140648887024,29,1.43020482133639,0.951422788632865,0.616967336431225,1.62046647453747,0.014669807182922,0.0196698494892096,0.0137531696130279,0.0485672526183673,0.0824480393790619,0.0347793804946949,0.00603391318015626,0.00982683708902927,0.00423333309404506,0.0135666535325106,0.0613724591460929,0.0316693804522764,0.0332391611450261,0.0421290702999161,0.0547171362410431,0.0104212888647153,0.0586571122431303
C06_L_D_3_30_0700,35421.1538341916,62.0188559892478,66.7917951300878,55.2953447134938,30,1.40221358295536,0.836586024972943,0.740801092917551,1.64206199219621,0.0202467589716151,0.0274520203744369,0.0195776311883799,0.0569172737975983,0.103910669973266,0.0428085417505241,0.00799051051337366,0.0152373690710374,0.00598674715138839,0.0184560870358461,0.0674613542513639,0.0424090170017672,0.0384701942474681,0.044020999771426,0.0783261154120474,0.0149306219707048,0.0697945566210503
CPit_D_3_30_0100,35421.1538341916,62.0188559892478,66.7917951300878,31.5142332700578,31,1.19939311219761,0.807789258518702,0.968546186925101,1.55918201777392,0.0126580998914381,0.0146133489759836,0.0121839527235637,0.01566369049506,0.0158211880921642,0.00515196441971398,0.0060870348084755,0.00949682650415043,0.0045693132770628,0.0135048463508606,0.0267300718589833,0.0250136902169376,0.00728964784384006,0.0267057127235572,0.0313612948086158,0.0116773620179731,0.0209226943054099
C_SeepC_3_30_1000,35421.1538341916,62.0188559892478,66.7917951300878,58.6352927491359,32,1.09923107413361,0.775329446733816,1.65213973893327,1.67092058706658,0.0305232389908882,0.0321678566049987,0.0292639622022626,0.0395779097880752,0.0400962155838363,0.0140575623000392,0.0141641970599584,0.0238376789710402,0.0106570776776562,0.0314521368426652,0.0234628032504239,0.0612000678048123,0.026920739422718,0.0453922639918076,0.0415661068449829,0.0293782992409437,0.031304473958023
CPit_C_3_29_1300,35421.1538341916,62.0188559892478,66.7917951300878,33.4854580612103,33,0.998897735992185,0.917957621449462,1.26381753826001,1.60054185092185,0.0129454962915793,0.013980538439381,0.0139959656886142,0.0145224208042422,0.0218707939995691,0.0142546186042129,0.00692675220623389,0.0104898067064333,0.00487378572644801,0.0156851827323799,0.00927652858223393,0.0250079118675751,0.00927340450440869,0.0206838602598536,0.0147415943495082,0.0136885207385286,0.0220266019707385
C18_L_D_3_30_0700,35421.1538341916,62.0188559892478,66.7917951300878,71.1860696273479,34,1.25821857865217,0.845529151070958,0.839003868697044,1.61556957926923,0.0271606186328856,0.0324303438356017,0.025774809230954,0.104341239652722,0.119301534663213,0.052643899858835,0.010835368258674,0.020562241126768,0.00775678319736809,0.0259751084261053,0.0892040307310546,0.0576539160478424,0.0715320317635423,0.0703707510871938,0.0929171515083716,0.0201851207910197,0.0757846959649711
C12_L_D_3_30_0700,35421.1538341916,62.0188559892478,66.7917951300878,73.6816688734477,35,1.28501024740297,0.909214145031608,0.746774970947799,1.71762800637635,0.0314727016959774,0.0387151007801662,0.0301282428357363,0.0964347413959087,0.109745382754033,0.0455374776031315,0.0132021406960195,0.023304081465799,0.00943067931838583,0.0295114112140087,0.0993370167628175,0.0652818966774032,0.0614650428164207,0.092000273986418,0.109597101562888,0.0237121578272487,0.0847530657829373
C08_H_D_3_30_1300,36308.2011492045,65.1600017429252,79.466471768066,45.3726500734335,36,1.20871940125482,0.760030835134751,1.54046221179107,1.62330879802802,0.0208240596318811,0.0240109009155713,0.0198647435381981,0.0391996334397272,0.076983989492005,0.0308591025742144,0.00891631478328302,0.0153257549263837,0.00560129675028718,0.0208047778626209,0.0697220660360245,0.0480813238898174,0.0265214638700751,0.0295487603940228,0.0558982625025424,0.0183557141790021,0.0473157194416868
