Sample Name,Raman peak area of blanks,Total blank1 RU,Total Blank2 RU,Total sample RU after blank subtraction,Position in final database,M:C,BIX,HIX,FI,Ultra Violet Humic-like,Marine Humic-like,Visible Humic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,Fulvic Acid-like,Optical Brighteners,Diesel Band II,Petroleum-like,Lignin-like,PARAFAC1,PARAFAC2,PARAFAC3,PARAFAC4,PARAFAC5,PARAFAC6
VReefcrestM_3_29_2000,36573.625015265,72.7054916098841,76.5417977469475,27.4763293010622,138,1.89311118613499,1.13144339829427,0.478050519675183,1.35403148882534,0.00675863168215371,0.00994230304794644,0.0052518326027352,0.0227042794021912,0.020336061376963,0.00444576078461628,0.0024705496205539,0.00414320796612934,0.00206919743899324,0.00640272618529821,0.0151994716656499,0.0154824332923872,0.0122849380900548,0.025201022385441,0.0257535314949037,0.00404092383333807,0.0186039618081829
VSeep_L_3_29_0700,36573.625015265,72.7054916098841,76.5417977469475,62.1688373807659,139,1.05341374167556,0.758019555169299,2.04432048574041,1.59658384954558,0.0406701552594925,0.0419676008446006,0.0398396177914357,0.0470271889355782,0.0189330066531349,0,0.0188731682343569,0.0329519091631846,0.0134627452964768,0.040620796364495,0.0292679466818662,0.0806541872661227,0.0363101678842608,0.0533285746020073,0.0349502390662869,0.0386658091295255,0.020243431498372
VSeep_I_3_28_1700,36573.625015265,72.7054916098841,76.5417977469475,56.4069374654425,140,1.05001285209458,0.740797116781854,2.26262767821547,1.61423547087034,0.0389118900959139,0.039536347173213,0.0376532030958909,0.0253850270248569,0.00614037540918672,0,0.0181098531480707,0.0312608488551768,0.0129939088408378,0.0398938884779195,0.0376584838741181,0.0734681731359049,0.0143814952297902,0.0427809312104726,0.0253840665428603,0.0380045730134174,0.0185485308977541
VReefcrest_K_3_29_0800,36573.625015265,72.7054916098841,76.5417977469475,17.132370407855,141,1.39138721899169,1.07229872085969,0.71588310252249,1.6075482749034,0.00717659260648706,0.00956939895208302,0.00687759584209619,0.015758317966678,0.00215377112080067,0.00538539678151138,0.00419486030642685,0.00573088293885937,0.00286059769545807,0.00825731539902405,0.0103691134202854,0.0151819877864296,0.0060650798065238,0.0222337363228795,0.0249684102229132,0.00673956309104503,0.0159134738388181
VReefcrest_D_3_27_1400,36573.625015265,72.7054916098841,76.5417977469475,19.9406545164175,142,1.59592882868845,0.916785568985327,0.631554839950572,1.61734137416169,0.00804217176177545,0.0102967475671526,0.00645188393245239,0.0228999435657315,0.00638060767504017,0.0049929561058162,0.00353913602280852,0.0055277998426221,0.00283234563074357,0.00941422953120177,0.0290932962652839,0.0163874681140098,0.0127372964009017,0.0261081866029229,0.0291248340979812,0.0064721576498039,0.0151695579461355
V08_H_N_3_22_0200,36573.625015265,72.7054916098841,76.5417977469475,17.6495608134303,143,1.20966748898214,0.882211944272442,0.464744318937911,1.55144559062827,0.00692596180985626,0.00875395717827572,0.00723666400726503,0.0186134977839116,0.0208192151188312,0.0177093231770076,0.00321330640811392,0.00597697447853535,0.00255093758913642,0.00674213631477732,0.0250324649023415,0.0142383521866881,0.0116269211902243,0.0223598408266833,0.0166591026576897,0.00577085621662364,0.0249922186030959
V12_H_N_3_22_0200,36573.625015265,72.7054916098841,76.5417977469475,25.441204805839,144,1.29164049876429,1.011996617895,0.408131856996717,1.48159252314147,0.00949385029180293,0.0121677731450752,0.00942040231528516,0.0524525564940436,0.0270370674527781,0.0212080050224872,0.00485763943481843,0.00751599607540823,0.00334839886044327,0.0104897053665395,0.00964411573891822,0.0194421352371124,0.0381389702835643,0.0469920108575639,0.026520808590035,0.0072645264924195,0.0281136385626698
VReefcrest_G_3_28_0800,37187.3239804009,75.2786355443729,70.2999217338305,37.3231348517912,145,2.29586681826941,0.938492530792314,1.16557465605837,1.36825415042369,0.014494519278744,0.0242814925861188,0.0105761764545305,0.0383618470312081,0.0168319000747805,0.0121492203476964,0.00577450781096765,0.00857137988818221,0.00479092300091801,0.0133221197017403,0.0332149187256238,0.0371446712496518,0.0291313521129537,0.034098060343763,0.027206840807896,0.0103342045153949,0.00833188047107918
VSeep_O_3_29_1100,37187.3239804009,75.2786355443729,70.2999217338305,35.6697076487568,146,1.11794894328589,0.89365184142608,1.34688591520517,1.54373346009122,0.0171724913025766,0.0186812097246498,0.0167102530369068,0.0272820946552688,0.026150079741276,0,0.00943840488510415,0.0139744067493398,0.00652957672224902,0.02007884655462,0.00451132727209981,0.035297803431616,0.0168685012555425,0.0278827467980669,0.021200607513356,0.0178475563427494,0.0183725462248009
VReefcrest_1_3_29_1400,37187.3239804009,75.2786355443729,70.2999217338305,31.6076203021963,147,1.65787009302559,1.0045514680122,0.66180096006293,1.42831443477449,0.00847572605548317,0.0108963459624233,0.00657249684897663,0.029572170917853,0.0212535561332255,0.0181768590968548,0.00335600649091165,0.00600067271693793,0.0023479175744116,0.00880368837162687,0.0518523492819042,0.0200504732470807,0.0181547519148893,0.0276841911405214,0.0315347958778501,0.00573014720558689,0.0193576854810699
VSeep_N_3_29_0900,37187.3239804009,75.2786355443729,70.2999217338305,74.1063287268064,148,1.15162639835982,0.942634448625534,1.02820648576562,1.6016683961264,0.0369343727492892,0.0412693912313396,0.0358357461153344,0.114258874625751,0.0535878041404505,0.00835162929464032,0.0177903772496578,0.0294131054257184,0.0123480986154937,0.0376940679440696,0.0737394420966785,0.0692141483951531,0.0791200674410285,0.0898297633193391,0.0866917282019948,0.0339244486580635,0.0304415285900963
VSeep_M_3_29_0800,37187.3239804009,75.2786355443729,70.2999217338305,72.209131517332,149,1.17198415207345,0.777172577486916,1.80267259354516,1.57823545100054,0.0430279475041815,0.0491247898372641,0.0419159164826191,0.0420900801592165,0.0261571371897594,0.0181222963383477,0.0196742999315882,0.0348499553952839,0.0137230006457119,0.0434996011107035,0.0450792825491412,0.0849343437583259,0.0271702904282435,0.0525805050475388,0.0406483565245621,0.0418101725446574,0.0283180047589522
VReefcrest_P_3_31_0200,37187.3239804009,75.2786355443729,70.2999217338305,34.1534294538111,150,1.31697337742188,1.04849258132258,0.600839916026055,1.31047638254161,0.00705384519922604,0.0100352475681392,0.00761993198965367,0.025309078101665,0.0189024546686447,0.00264884364610189,0.00322090887368486,0.00548946890100721,0.00233319761715992,0.0140470339451178,0.0326674796529431,0.0193912848240081,0.0207767124466352,0.0256575160568605,0.0379139777752198,0.00782217753691769,0.0175548302113936
Vreefcrest_A_3_26_1600,37187.3239804009,75.2786355443729,70.2999217338305,61.2570577598745,151,1.48078436737389,1.13202722030608,0.506645236609618,1.55189447216918,0.0214561092648914,0.0281329646302607,0.0189986909979022,0.132903353481949,0.053367972173637,0.009748492604429,0.00939787855142468,0.0149969971543975,0.00690984213400475,0.0206212184364376,0.089562426071847,0.0363955279440185,0.090504948786927,0.097421302910908,0.10940205178021,0.0162877472376192,0.0328336756533912
VReefcrest_N_3_30_0200,36969.8594246316,70.7134407866045,90.4894142814467,22.8841602507838,152,1.48671695191672,0.997768686374836,0.466625859515793,1.63491568629724,0.00779800212751097,0.0107773478765582,0.00724909194225819,0.0307397962802064,0.0277271201871225,0.0135121725823858,0.00345810480058386,0.00660106061916216,0.00305316187443521,0.00803706434020782,0.0141988107697672,0.0160363414670545,0.0219919965382284,0.0349489829975942,0.0204942021203643,0.00604808831312953,0.0195517866184236
VSeep_J_3_28_1800,36969.8594246316,70.7134407866045,90.4894142814467,68.0177372941801,153,1.00828250947919,0.732777742495035,1.53924221502137,1.66065189888352,0.04252647256206,0.0433661455869232,0.0430099155536508,0.0467796322591647,0.0349678323612117,1.74386716435271E-05,0.0196243887195916,0.0369526680851842,0.0145915535958198,0.0425409085040508,0.0441933141803438,0.081728006204758,0.0331523094989507,0.0596739688939172,0.0396744339840693,0.0417823022647852,0.0243988108358606
C14_L_N_3_30_1900,36524.2575137098,79.2254508759922,81.3959202156549,43.6582130786515,154,0.997363784922934,0.729547929777826,1.59215585367302,1.57679108030326,0.0247348890528232,0.026058400728028,0.0261272778518237,0.0220110386778927,0.0451299846517634,0.0169836494438797,0.0126293843987682,0.0205135341288138,0.00947511496017268,0.0243181580233321,0,0.049387019017698,0.0250958954825454,0.0304403846202396,0,0.0245947911344641,0.0284418049802635
C07_L_N_3_30_1900,36524.2575137098,79.2254508759922,81.3959202156549,35.9570833220812,155,1.31069002284442,0.748065037306436,2.07852224389496,1.60013186931602,0.0202083494996023,0.0257669413159787,0.0196590657339865,0.00397953706256996,0.0429534667177922,0.0170778798181462,0.00909923808195525,0.0156043464363618,0.00674747402973217,0.019070399585115,0,0.0440086646925227,0.0115981737871552,0.00944935091507683,0,0.0172421740875918,0.0193355305317577
C05_L_D_3_30_0700,36524.2575137098,79.2254508759922,81.3959202156549,80.8002106240117,156,1.32459496255904,0.849220969782076,0.380167301745285,1.60842601841923,0.033258400973002,0.0430244427615916,0.0324812066916447,0.115689224838895,0.118203178293039,0.0488526733315653,0.0155294079122611,0.026223147088074,0.0104398739131343,0.0290314631772826,0.0665304451184026,0.0615527940249392,0.0746045086507547,0.162216505098422,0.0851009990717086,0.0243027608285048,0.107321131981209
C11_L_D_3_30_0700,36524.2575137098,81.3959202156549,79.2254508759922,83.8577144465282,157,1.29745332036754,0.794023561417758,0.962524247790589,1.64177804215659,0.0367939157351533,0.0445856591115252,0.0343639793521781,0.0743521306123401,0.0941645261482167,0.0326980579899046,0.014543277678612,0.027149236422946,0.0108907480800809,0.0335930908376993,0.0589909546839848,0.0810615314331009,0.0518065433554201,0.0836263015360134,0.0595958358302866,0.0279607298590771,0.0709192340712149
C16_L_N_3_30_1900,36524.2575137098,81.3959202156549,79.2254508759922,48.6077823718341,158,1.07761276602959,0.867162128934664,0.365104207210092,1.61877578483624,0.0137516769253225,0.0152830943251322,0.0141823619828131,0.0479131130601096,0.0309357358180293,0.0295262327197554,0.0066491417073841,0.0113865624739536,0.0049073131806892,0.0140438016793409,0.0330135563686239,0.0246381885303326,0.0273991368027829,0.0891330243328614,0.0518166253856791,0.0111851421274844,0.0464992825699363
C20_H_N_3_31_0100,36524.2575137098,81.3959202156549,79.2254508759922,41.8737625279245,159,1.00622637652848,0.757589287275373,0.820869862157565,1.70787100985889,0.0218727098560403,0.0225225579091872,0.0223831917295698,0.0286282147503936,0.0498800870248446,0.0145537432805344,0.0112269703317946,0.0184550023428285,0.00833786841697586,0.0205553551159564,0,0.0411256452681989,0.0242203886469737,0.0413891797567324,0,0.0204619464644286,0.0497724562062268
C19_L_N_3_30_1900,36524.2575137098,81.3959202156549,79.2254508759922,35.8221550335886,160,0.914223924187721,0.734208605304504,1.81051444820367,1.60616993230925,0.0150349175943444,0.0144373913059821,0.0157919640079531,0.0257802187436589,0.0325010801084769,0.00630917916607833,0.00786800463353569,0.0126196618130496,0.00614376403010357,0.0170150650849258,0,0.0289083136484296,0.0286311727367502,0.0265031419658714,0,0.0157408483579954,0.0177620182074154
C20_H_D_3_30_1300,36524.2575137098,81.3959202156549,79.2254508759922,39.7835723965619,161,1.05026449711026,0.714030246427927,1.20473145355103,1.56338674693115,0.0210691857456727,0.0218361135347511,0.0207910612943995,0.0281716819780436,0.0572375195407,0.00353806465212968,0.00963263884374768,0.0167043891138544,0.00697779270835853,0.0199545018147618,0.00131591328219152,0.0415303031096765,0.0298294532650561,0.0326208881293573,0,0.019241799477075,0.0384562775571194
C05_H_N_3_31_0100,36524.2575137098,81.3959202156549,79.2254508759922,41.8344214784114,162,1.01010635341174,0.808403294121548,1.417812338521,1.6658075093847,0.0229344447427929,0.0239049695910607,0.0236657947059922,0.0275739185469904,0.0398981830312866,0.0131723513054368,0.0115604905303423,0.0196818605373132,0.00870566912550342,0.0224879631383037,0,0.0456762495614696,0.0267241959258238,0.0345318985248664,0,0.0223563463140747,0.0231025746878787
C08_L_N_3_30_1900,36524.2575137098,81.3959202156549,79.2254508759922,40.8293645668155,163,1.00560864456715,0.690101736561191,2.49457707640976,1.57566629034694,0.0227704156658305,0.0230271470716091,0.0228987163107779,0.018080922188991,0.0438121987894773,0.00191630766951451,0.0108583586918129,0.0183971367072213,0.00794912481744228,0.0240597911037595,0,0.0458289303436785,0.020574585862664,0.0211046793622729,0,0.022901608539079,0.030846276673098
V10_H_D_3_21_1400,35278.7870968112,65.7787773966268,75.3296334369669,28.9964827837676,164,1.3387787932045,1.3091959912236,0.473848882414016,1.72849704151183,0.00694761889350519,0.00872672760275292,0.00651842384047977,0.0701615184246728,0.0325622977302372,0,0.00292958966371602,0.00535063100639344,0.00189411430612748,0.0080730445014281,0.0692956372085034,0.0112479366691508,0.0391403845101201,0.0465080978407111,0.0667420257980083,0.00617909127685884,0.0163305909364226
V_Seep_G_3_21_1100,35278.7870968112,65.7787773966268,75.3296334369669,130.631589056154,165,1.6386150954731,1.76197717966757,0.385717856044259,1.65566683726136,0.0242275156441044,0.0348762132214334,0.0212839569937954,0.394707001881197,0.088716191022884,0.0590029839003589,0.00929183410840626,0.0174267933075869,0.00680193722851187,0.0345952303715732,0.439640551632062,0.046428562057524,0.175812595646259,0.27649347989095,0.572938918047014,0.0176000893692259,0.063368071879251
C15_H_D_3_21_1400,35278.7870968112,65.7787773966268,75.3296334369669,21.1654225987381,166,1.1154213316968,0.949909699871845,0.9210087193662,1.74181116050891,0.00637560606163628,0.00740846529025018,0.00664185369216516,0.0139858047046521,0.0264446606470341,0,0.00313359049055925,0.00541616661928465,0.00214356729608771,0.00677274840569343,0.00676530116467723,0.0117771641615017,0.0110251939593886,0.0119872943972271,0.00113752541640653,0.00649702405177916,0.0176307967367047
V03_H_D_3_21_1400,35278.7870968112,65.7787773966268,75.3296334369669,62.553397982499,167,1.92124871659615,1.80487175322737,0.400472294895364,1.83719377093861,0.00921846281998355,0.0151061432002591,0.00786266924722923,0.157029944061241,0.0492787166393318,0.0474179968504334,0.00341631666768912,0.0064458253901832,0.00200245299003922,0.0163609638730164,0.239735546451153,0.0255664185320463,0.0562462965959989,0.118584909029351,0.320441130901864,0.00580592488724119,0.0433610810300419
V01_H_D_3_21_1400,35278.7870968112,65.7787773966268,75.3296334369669,21.2242044962678,168,1.05986303752421,0.91840695169527,0.863850005380779,1.82069395887044,0.00711756569445491,0.00743425916350177,0.00701435836546183,0.0164631230942943,0.0241028372162932,0,0.00304156422760398,0.00583988856324255,0.00197115095526346,0.00684928791180798,0.00418775935256692,0.0125089100068857,0.00947583110243859,0.0132829639741081,0.00882637946607503,0.0068059568993407,0.0177488124763492
V16_H_D_3_21_1400,35278.7870968112,65.7787773966268,75.3296334369669,20.3935497272846,169,1.20061520980589,0.844491756219248,0.791160854968317,2.01361617249142,0.0052509187157936,0.00637757826544207,0.00531192526410953,0.0140540194178933,0.0184577448850357,0,0.0024752714852201,0.00478467285975091,0.00180735629000586,0.00555423944290355,0.0164652110551632,0.00940765167573488,0.00808521701486666,0.0121644846380028,0.0137966760154651,0.0057652657473219,0.0122924372190697
VSpring_3_26_1630,35278.7870968112,65.7787773966268,75.3296334369669,84.1011803651658,170,1.06484262531691,0.713536073339904,4.15508166762154,1.57591038147678,0.0601528355604048,0.0629997481407656,0.0591634356504242,0.0453910039431513,0.017478325053714,0.00373289794884021,0.0257275323791804,0.0482699762521387,0.0186057469604894,0.0590562293382997,0.0514333254586818,0.116137840152677,0.0240663834868443,0.0445819874368386,0.0428620872268901,0.0586774820554201,0.022138019288755
V07_H_D_3_21_1400,37187.9276911803,71.4623875299688,96.3105203574986,15.0269224626866,171,0.971895137100319,0.440130275353891,4.5744442034924,1.71518158102418,0.00591037804511385,0.00576604947088071,0.0059327897123592,0,0.0132207523827529,0,0.00360163225224749,0.00524987279397221,0.00260639811821922,0.00653775341344259,0,0.00393584587595088,0,0,0,0.00787770384098665,0
VSeep_E_3_21_1700,37187.9276911803,71.4623875299688,96.3105203574986,35.202986393998,172,1.05064354519693,0.570376321972007,5.46982028922273,1.6037989914965,0.0153032275681179,0.0156015680531504,0.0148495349583346,0,0.013228788429848,0,0.00759621022290424,0.0125848457769693,0.00541333698349575,0.0149350627677085,0,0.0248534967557768,0,0,0,0.017280955406377,0.00634170843397808
V14_H_D_3_21_1400,37187.9276911803,71.4623875299688,96.3105203574986,21.7585199120318,173,0.968985999004477,0.549813762128709,2.77002626963323,1.72252848298492,0.00655827380184926,0.00665685179657605,0.00686991535833873,0,0.0216417408056406,0,0.00378792003408343,0.00598851553554722,0.00237418155676512,0.00659725261445586,0,0.00814337903626106,0,0,0,0.0081698240727885,0.00339556876362507
V19_H_D_3_21_1400,37187.9276911803,71.4623875299688,96.3105203574986,9.76069074744036,174,0.944093105633812,0.281256715694717,1.65152150579659,1.73345136752508,0.00475178276203684,0.0048444491409307,0.0051313256203459,0,0.0138956778162411,0,0.00311604359668533,0.00399829049948606,0.00206125622318303,0.00495962810317398,0,0.0020160656221781,0,0,0,0.00645168725569583,0.0037487272051151
V20_H_D_3_21_1400,37187.9276911803,71.4623875299688,96.3105203574986,7.55681636710821,175,0.777324451716377,0.0246497473065466,1.07141741687018,1.69448912943564,0.00302770032256992,0.0031199699369822,0.00401372931224939,0,0.0128896576995121,0.00836485995851728,0.00227504835779845,0.00274299471752856,0.00150371404271076,0.00345476095240224,0,0,0,0,0,0.00510123106001801,0.00394181258485792
VSeep_F_3_21_2000,37187.9276911803,71.4623875299688,96.3105203574986,55.6126812826862,176,1.00344253842877,0.637084779210801,24.5859079344758,1.57161062585852,0.0411962661076507,0.0410987798588498,0.0409577811233756,0,0.00860370482565492,0,0.0199328030076481,0.0344120424179762,0.0145864270266112,0.0455543981977631,0,0.076476192756052,0,0,0,0.045227066877775,0.00770956075553148
V02_H_D_3_21_1400,37187.9276911803,71.4623875299688,96.3105203574986,10.6846588058022,177,0.901572334563653,0.437021440438272,3.56412928519552,1.7848244405928,0.00502586084942628,0.00475210355218148,0.00527090658175688,0,0.0145386309872927,0,0.00306314454278825,0.00410466450071136,0.00168592267423292,0.00338082491459212,0,0.00367781093846525,0,0,0,0.00664847192622478,0
VSeep_C_3_21_1100,38674.8514394725,92.6076903633338,92.6076903633338,18.9523176238056,178,1.288897599845,0.473805613646164,4.2202893312424,1.67736898268263,0.0147009708105487,0.0168515271624637,0.0130743723663464,0,0.040152294602626,0,0.00627447948679206,0.0100990284312501,0.00413761186258619,0.010170590306179,0,0.0255020648981869,0,0,0,0.0128370209944504,0.0141039678395835
V04_H_D_3_21_1400,38674.8514394725,92.6076903633338,92.6076903633338,7.69601850162045,179,0.638988813624731,0,59.5325637589018,1.86577451926122,0.00289859389791588,0.001938465781497,0.00303364587949647,0,0.00587485358666379,0,0.00271094871369248,0.00238566746725436,0.0017578880046376,0.00436767525320001,0,0,0,0,0,0.00384144138490949,0
C18_H_N_3_31_0100,38674.8514394725,92.6076903633338,92.6076903633338,18.4223313222039,180,1.31013635386627,0.472878622215306,4.47779058289176,1.82741104340954,0.0144672357173878,0.0167607793522523,0.0127931564548915,0,0.0330372227962915,0.0165989313164734,0.00628335585976791,0.00971147204058462,0.00455859096966604,0.0122454143875791,0,0.0253473725177881,0,0,0,0.0127657759993187,0.0109495163356411
VSeep_F-2_3_21_2145,38674.8514394725,92.6076903633338,92.6076903633338,35.9053213488886,181,0.948841375866473,0.524627499827306,65535,1.64228776870991,0.0289537789957914,0.0282510029544717,0.0297742106036145,0,0,0,0.0149744135598195,0.0245605648638398,0.0110476525806892,0.0303710293529891,0,0.0451305174968391,0,0,0,0.0332587858889166,0
V05_H_D_3_21_1400,38674.8514394725,92.6076903633338,92.6076903633338,5.53066115809688,182,0.754650607425996,0,4.89976288297707,1.63429973070434,0.00314740681867142,0.00269311838869504,0.00356869571453852,0,0.0203038247732422,0,0.00311554324513669,0.00264790476172967,0.00193072915301512,0.00343988492208053,0,0,0,0,0,0.00471456606642903,0
V13_H_D_3_21_1400,38674.8514394725,92.6076903633338,92.6076903633338,8.50899416375612,183,1.22544549261324,0.703179978010645,6.73415098912524,1.7318025576555,0.00466795181495513,0.00502424978133848,0.00409993737920106,0,0.00579300160948365,0.00590644377386705,0.00291173179212488,0.00314763572929558,0.00216764385036135,0.00472860927439543,0,0.0108358418527423,0,0,0,0.0045605865793909,0
V11_H_D_3_21_1400,38674.8514394725,92.6076903633338,92.6076903633338,8.07388117770199,184,1.72148964198763,1.43639913691759,38.1908358170731,2.0262922838167,0.00421409347887191,0.0066272871545479,0.00384973977937853,0,0.00149013573463952,0,0.00289960452791209,0.00292190242216104,0.00182845943054988,0.00430560372310761,0.0083454947655321,0.0153183611036962,0,0,0,0.00323691004412474,0
VSeep_B_3_21_0800,37230.4086394744,96.200627332281,83.8035111043449,53.0403854237819,185,0.977048583801199,0.546986658597893,107.624211341548,1.5786496438169,0.0429806214207842,0.0416918670259494,0.0426712322367302,0,0.00372856785727599,0,0.0201998442373569,0.0347683802105054,0.0156824318744065,0.0463079253040079,0,0.0694990715396617,0,0,0,0.0479341585314576,0
V09_H_D_3_21_1400,37230.4086394744,96.200627332281,83.8035111043449,8.246764387671,186,0.773305375712414,0,9.01382249489338,1.8773184952804,0.00476629159362276,0.00362094674182526,0.00468242799746405,0,0.00434436854977799,0,0.00273429655850041,0.00327768620828682,0.00206594104196353,0.00428211014869012,0,0,0,0,0,0.00577727269167118,0
VSeep_A_3_21_0500,37230.4086394744,96.200627332281,83.8035111043449,26.2730929577195,187,0.985683713027494,0.432807533702089,107.751486484144,1.69888253003097,0.0122962360865368,0.013115380333473,0.0133058710011446,0,0.0106683914893652,0,0.00726742647613595,0.0107920435424536,0.00505128511427219,0.0117157062437069,0,0.0134572259749458,0,0,0,0.0153615718920302,0
VSeep_H,37230.4086394744,96.200627332281,83.8035111043449,14.1423185370126,188,0.906132114379949,0.260862292895997,19.7105162259456,1.84573860643282,0.00886934101223525,0.00869934140982638,0.0096005221222947,0,0.00341760095575272,0,0.0053643805873265,0.00737944823071186,0.00422260218342714,0.00976621931295876,0,0.00485286982696874,0,0,0,0.0122485532510307,0
V08_H_D_3_21_1400,37230.4086394744,96.200627332281,83.8035111043449,16.1030535947688,189,1.36476697933324,0.950773951074214,9.02576310307437,1.85574182837929,0.00692461295393294,0.00781748154765349,0.00572807055419288,0,0.0139273918032635,0,0.00324798925261842,0.00438015670406788,0.002224878711222,0.00723133031146249,0,0.0134128006696829,0,0,0,0.00654445149882824,0.00124852054810637
V17_H_D_3_21_1400,37230.4086394744,96.200627332281,83.8035111043449,59.7750049996249,190,2.76537680540461,1.86568906675346,0.427657089534175,1.75144616001762,0.0114126008835225,0.0204587238394759,0.0073981685965875,0.144882447981298,0.0237731308625547,0.03083948444288,0.00361357204751376,0.00530671081631559,0.00290180068776502,0.0113635056228904,0.295930829764669,0.0485011084019799,0.0482561811971356,0.104225409214064,0.33990222067414,0.00257452859585947,0
V18_H_D_3_21_1400,37230.4086394744,96.200627332281,83.8035111043449,6.65682298829847,191,0.639711898816466,0,37.9527746433294,1.71669192420664,0.00387117069648927,0.00263967591189621,0.00412635112271616,0,0.00236873644518187,0.00627098340257827,0.00238719058552542,0.00282636834712712,0.00185253717331602,0.00370892668930644,0,0,0,0,0,0.00516048547367973,0
VSeep_D_3_21_1400,36555.7349013614,85.3501912150395,78.3786835773134,19.7102741208608,192,0.859733345055937,0.280815066992024,5.6979357032613,1.73404780792851,0.00879319138980738,0.00804796572970482,0.00936100219444343,0,0.0142022845881259,0,0.00490583018621019,0.00604895641151712,0.00350389863391252,0.00943769826636554,0,0.00585101975616206,0,0,0,0.0117872840314587,0
V06_H_D_3_21_1400,36555.7349013614,85.3501912150395,78.3786835773134,14.2921629920387,193,0.82910154475428,0.306924475622511,3.69786063609945,1.70265731498824,0.0064170092238165,0.00578911958155799,0.00698240115241097,0,0.0148188081544659,0.000508923122611631,0.00376046399592147,0.00456786835744575,0.00292134589208966,0.00837233105744619,0,0.00678849768055561,0,0,0,0.007999130110488,0.00127207333423637
V12_H_D_3_21_1400,36555.7349013614,85.3501912150395,78.3786835773134,10.7518078593922,194,0.685851725777211,0,6.35118288230399,1.99077918102587,0.00404535243557124,0.00348495593095481,0.00508120895519457,0,0.00941160854574818,0.000651140872879659,0.00223982232926172,0.00828315106896526,0.0014138272679677,0.00496505938186827,0,0.000795308102820179,0,0,0,0.00664807507877398,0
V12_L_N_3_21_2000,36555.7349013614,85.3501912150395,78.3786835773134,31.677845688706,195,1.32848030428372,0.891457523562737,0.340844147844554,1.89041909233412,0.00861610664328608,0.0108487154761324,0.00816625992959808,0.028997158911024,0.0670387458910555,0.00585630412282534,0.00421726938333879,0.00609326758567418,0.00320102468578127,0.00808969969399433,0,0.0157339559024397,0.0259402765574038,0.0306256366547819,0,0.0060168712474065,0.0428400949981772
VReefCrest_C__8_27_2000,36555.7349013614,85.3501912150395,78.3786835773134,34.8809991127314,196,2.07288268094036,0.802989536292924,0.439120355411837,1.64633645105235,0.0134704894355736,0.0247439764929924,0.0119369883884443,0.0154054193763751,0.04054579988609,0.0142280566741733,0.00556302794569431,0.00885108724555527,0.00415976252198251,0.0119984044653341,0,0.0320216814150154,0.0170497921309848,0.0532442527416936,0,0.00877370429780195,0.0360457710481745
V15_L_D_3_21_0800,36555.7349013614,85.3501912150395,78.3786835773134,15.4418557195427,197,1.07065457945148,0.382641587929741,3.95925051029563,1.7339864746656,0.00765416518253312,0.00871354462631451,0.00813852085775288,0,0.0135398259172416,0,0.00307561578404841,0.00470352133958442,0.00206573405622253,0.00562327550862329,0,0.00948173302750514,0,0,0,0.00778101519045311,0.00434485749610322
V13_H_N_3_22_0200,36555.7349013614,85.3501912150395,78.3786835773134,17.7847443156657,198,1.13664292060208,0.45007878008531,0.453692205328406,1.75139259032654,0.0074341988014636,0.0082622632313253,0.00726900513922947,0,0.0543124391103926,0,0.00345727534082362,0.00474508715721902,0.00289494752884398,0.00642548620662526,0,0.00878074244778621,0,0,0,0.0063396238239169,0.0412887460111921
C19_H_N_3_31_0100,37118.3079020537,77.1907595122737,73.2374978949504,41.4887475728848,199,1.25241000726557,0.735618210242286,1.27843506802256,1.54165180990833,0.0167828179872237,0.0198139981717039,0.0158206961432419,0.0177755637741171,0.0540690436770919,0.00321187324163195,0.00631855570387002,0.0123765254563959,0.00442631604880972,0.0155017871157207,0.022224549470047,0.0359135344342954,0.0180762346915468,0.0253163395524425,0.00460772619498314,0.0132917910194242,0.0352613071647954
C04_L_N_3_30_1900,37118.3079020537,77.1907595122737,73.2374978949504,52.3101097638917,200,1.19873918502042,0.748264583161525,2.01195248516156,1.64696108646116,0.026913372457317,0.0308757531769888,0.0257568565062489,0.0206771184789846,0.0714898071583815,0.015335289904223,0.0123533385108459,0.0196959090754917,0.00890318449582719,0.0277399997724527,0.00951385115162356,0.0603838268266527,0.023912343337957,0.0241420506588981,0.0101262869527501,0.0243163218505688,0.040804617022534
V11_L_D_3_21_0800,36747.54207415,73.9764306237252,74.6548696384382,25.9849474299327,201,1.5219862685242,0.945775632989006,0.415026114923336,1.87081757414565,0.0079017322936393,0.0109203447620169,0.00717506129185111,0.0447643635112461,0.0344822659988306,0,0.00342660859390012,0.00594216375556573,0.00266794134967731,0.00777434378693016,0.0257488141025303,0.0140693149695404,0.0281529501670501,0.0409494396449082,0.0324013777859333,0.00596142461267721,0.0266802442177017
C07_H_N_3_31_0100,36747.54207415,73.9764306237252,74.6548696384382,42.4051273764129,202,1.28508163740018,0.859004430476645,0.651784043294732,1.59226062896217,0.0156534320197815,0.0196917594186098,0.0153233528870957,0.0489152349942352,0.045363872319569,0.0179513159102509,0.00795032175387959,0.0128665030508625,0.00561871908497343,0.0161061127018861,0.0280369426225813,0.0320226434739698,0.0307076318590307,0.0542519563012175,0.0476290814307234,0.0134536089159374,0.0383327117256872
