Site,Year,CobleA,CobleB,CobleC,CobleM,CobleT,Lignin,M_to_C,HIX,BIX,FI
84,2022,0.0129696860252472,0.0411910383849008,0.0111677935047476,0.0167665228350724,0.0308266085507191,0.0132804492137888,0.666076897076517,0.604518845296612,0.605574198654251,1.97465940123287
85,2022,0.0115580122764631,0.0398115918682599,0.00916107578486037,0.0164602562595782,0.0337925715822616,0,0.556557300226084,0.625127781895757,0.635962856783022,2.10192112283892
86,2022,0.00884779863949368,0.054061395684906,0.00658880626251436,0.01323455371821,0.0412159468220149,0.00219083797011558,0.497848767914895,0.333050180128036,0.685828264308275,2.13112336396897
87,2022,0.0123157566487164,0.0286553555652381,0.00943555931180086,0.016217914935766,0.0300639975589295,0.00193537150724769,0.581798544953041,0.851066922560885,0.541791161317177,2.27590274846678
89,2022,0.00732036664958029,0.0372138434263818,0.0058649045996789,0.0114633961446473,0.0289728764510322,0.00692330606837309,0.511620162617991,0.421324703162219,0.73834437658904,2.07360910207341
9,2022,0.00878606978016316,0.0187523618694724,0.0072089470794662,0.01065542943395,0,0,0.676551529354345,1.20807760789895,0.703173729090288,2.18640724619554
90,2022,0.00626422820958276,0.0267288005970984,0.00582598897267114,0.0107196435550675,0.0258946313013281,0,0.543487191784194,0.470347487597047,0.86671207144909,2.21651032593046
91,2022,0.00626702256873737,0.0322782771460271,0.00506487204459901,0.00948580721798459,0.0236347026453672,0,0.533942123027366,0.337494183860462,0.743510759068811,1.73854594780475
92,2022,0.00607234784481788,0.052782534960636,0.00449324385048605,0.00962005889237308,0.0305276813194886,0.00170234166972285,0.467070305988288,0.24753399051175,0.659482528777243,2.10485650540341
93,2022,0.00897332149680127,0.0294387193678735,0.00745742777141813,0.0120994983899877,0.0261614601946328,0.00144327225752298,0.616341895428419,0.622442121161974,0.677815542700919,1.94736917833111
94,2022,0.00720171422156818,0.0272800198284126,0.00530325020504334,0.0107819618242596,0.0256802899802822,0,0.491863196279451,0.427189494933103,0.724517197291509,2.15524943244946
95,2022,0.00521015397041141,0.0380011236605752,0.00355115579247106,0.00919478214290063,0.0237799358725043,0.000777278085279678,0.386214239476347,0.303438342914234,0.722914613175734,2.16498689929511
96,2022,0.0131610205939834,0.0356144452977945,0.0111430709917387,0.0163938525739487,0.0325566927681764,0.00090799606494487,0.679710332972373,0.917144509422287,0.760336097214156,2.06927294768749
98,2022,0.00780728718936227,0.027879460070476,0.00550190619390828,0.0100347735870958,0.0178708483322876,0,0.548284039112096,0.569283600437019,0.719258847340871,2.10374490005219
99,2022,0.106177220799243,0.137120377196852,0.0979332871134932,0.146061573017585,0.480927065856385,0.254822730068466,0.670493170039338,0.597173487361633,1.13204675015033,2.07234327633116
LTER_3_Backreef,2022,0.00993140431148819,0.0417044169934544,0,0.0152066542470184,0.0515939248177984,0.0104805435708862,0,0.550300459175174,0.975873706474279,2.17283656032528
LTER_3_Fringe,2022,0.0132026368496996,0.0408637533316255,0.0016472643296242,0.0195436171989621,0.0466044987197071,0.0242447380790386,0.0842865633753658,0.83789325530417,0.879694047363212,2.08622056720858
LTER_6_Fringe,2022,0.0132764310945405,0.01368306678475,0.000987525655828655,0.0153969760190897,0.0202564951672924,0.028674162780572,0.0641376368063631,1.98071557628568,0.891095089432517,1.72462792993586
OPU 1,2022,0.0109564537233556,0.0180388584542659,0,0.0118930289306781,0.00838847541208871,0.00687985429808508,0,2.4360018978959,0.784760103842493,1.66920627872052
OPU 2,2022,0.0118758006536335,0.0143888114799026,0.00027326964163751,0.0144493262432689,0.0219583139683848,0.0125563644624289,0.0189122757031533,1.75158796790362,0.815517273026413,1.68940460047058
