Unique_id,Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distance_to_crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,Microbial_PCoA_Axis1,Microbial_Species_Richness,Microbial_Evenness,Ultra.Violet.Humic.like,Tyrosine.like,Visible.Humic.like,Marine.Humic.like,Tryptophan.like,Lignin.like,M.C,HIX,BIX,FI
id_1041,17,2022,2022-April,NA,0.667379734,27.71912966,41.53,0.13,0.91,0.99,2.81,4/17/2022,11:45:00,-17.59328585,-149.8390346,683.48,215.33,607.29,349.81,768.71,Vai'anae/Atiha,SW,Fringing reef,Maatea,,,,0.02206023521,0.09165412391,0.0203866,0.02979094799,0.04704660041,0.03624451121,0.6843219627,0.7609197463,0.8293755563,1.846656782
id_1042,19,2022,2022-April,NA,0.623290708,29.72293874,47.69,0.13,0.62,0.73,2.43,4/17/2022,12:00:00,-17.59828926,-149.8398006,193.07,735.46,334.74,282.26,1236.87,Vai'anae/Atiha,SW,Reef crest,Maatea,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1043,20,2022,2022-April,NA,0.521558201,30.24674899,57.99,0.13,0.72,0.91,2.49,4/17/2022,12:30:00,-17.60238365,-149.8303391,222.85,1215.01,1419.62,1366.33,2079.74,Vai'anae/Atiha,SW,Reef crest,Maatea,,,,0.01403751773,0.05247044952,0.01466787499,0.0201880345,0.05621726208,0.03069526585,0.7265628059,0.5959523303,1.029150999,2.183944677
id_1044,21,2022,2022-April,NA,0.751401845,27.09937715,36.07,0.12,0.96,1.4,2.52,4/17/2022,13:35:00,-17.59344385,-149.826245,1240.68,142.84,1829.11,1610.68,1925.87,Vai'anae/Atiha,SW,Fringing reef,Maatea,,,,0.01769150807,0.05152490566,0.01687444904,0.02557120648,0.02959284462,0.02788875533,0.6599003866,1.033819578,0.7650874901,2.040659607
id_1045,22,2022,2022-April,NA,0.483377515,31.14515414,64.43,0.1,0.75,0.19,1.74,4/18/2022,10:45:00,-17.60326945,-149.810896,238.14,1246.02,3451.57,865.13,1246.02,Ma'atea,SW,Reef crest,Maatea,,,,0.01401089144,0.2229387907,0.01457171369,0.01936042437,0.0790895631,0.03972787816,0.7526546639,0.3584088746,1.047098457,2.370006499
id_1046,24,2022,2022-April,NA,0.537550957,28.32602056,52.69,0.12,1.01,0.64,2.65,4/18/2022,13:15:00,-17.59325316,-149.8095427,1244.37,153.45,3031.16,168.45,153.45,Ma'atea,SW,Fringing reef,Maatea,,,,0.01578414342,0.09208708577,0.01635142506,0.01945524142,0.03030956855,0.01802061039,0.8404637446,0.9429680623,0.7643352614,1.792497156
id_1047,25,2022,2022-April,NA,0.684679849,28.10979282,41.06,0.13,0.54,0.68,2.79,4/13/2022,11:35:00,-17.59436904,-149.8067542,1115.81,313.51,2895.1,119.94,313.51,Ma'atea,SW,Fringing reef,Maatea,,,,0.01198758484,0.04139406745,0.01224838384,0.0178738525,0,0,0.6852682622,1.643214787,0.8800656264,1.968675995
id_1048,26,2022,2022-April,NA,0.62240598,25.78774079,41.43,0.09,0.86,0.4,2.43,4/18/2022,11:28:00,-17.59146245,-149.8037116,1023.71,172.28,2420.52,113.71,172.28,Ma'atea,SE,Fringing reef,Maatea,,,,0.01293275015,0.1019461594,0.01479354535,0.01466417553,0.05248317714,0.02160825947,1.008822168,0.5628191818,0.8505075708,1.815334676
id_1049,27,2022,2022-April,NA,0.434019184,30.47699175,70.22,0.11,0.7,0.18,0.17,4/18/2022,12:33:00,-17.59423829,-149.7964097,184.21,996.38,2225.84,450.33,996.38,Ma'atea,SE,Reef crest,Maatea,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1050,28,2022,2022-April,NA,0.470422015,30.18068995,64.16,0.12,0.68,0.5,2.45,4/17/2022,14:45:00,-17.59882126,-149.8193942,695.02,685.78,4218.68,838.91,1176.93,Ma'atea,SW,Mid lagoon,Maatea,,,,0.01205836471,0.04959869682,0.0136135088,0.01854896414,0.03496924861,0.005100128148,0.7339228594,1.089186126,0.9489194804,2.004009369
id_1051,29,2022,2022-April,NA,0.519069162,29.63315814,57.09,0.13,0.7,0.82,2.58,4/17/2022,13:05:00,-17.59742064,-149.8283843,789.87,623.66,5084.49,1653.55,1930.09,Ma'atea,SW,Mid lagoon,Maatea,,,,0.0122104474,0.1147434722,0.0119967734,0.02020215649,0.0313255572,0.02752069135,0.5938362771,0.6033184787,0.8571609469,2.179457666
id_1052,31,2022,2022-April,NA,0.578067722,31.03074265,53.68,0.12,0.74,0.57,1.54,4/13/2022,11:15:00,-17.59795985,-149.8038875,661.3,783.44,2988.97,212.1,783.44,Ma'atea,SW,Mid lagoon,Maatea,,,,0.007356131565,0.01456134426,0.009117871546,0.01152703735,0,0,0.7909986986,1.871812906,0.6892109149,2.126145006
id_1053,32,2022,2022-April,NA,0.457414955,27.78722695,60.75,0.12,0.69,0.49,1.37,4/18/2022,12:01:00,-17.59291001,-149.7998923,576.01,609.09,2294.73,76.72,609.09,Ma'atea,SE,Mid lagoon,Maatea,,,,0.008707798599,0.04356329538,0.009482398844,0.01009260746,0,0,0.9395390522,0.8823006523,0.6948468797,2.000491331
id_1054,33,2022,2022-April,NA,0.587218702,29.20578163,49.74,0.1,0.68,0.55,2.49,4/17/2022,15:41:00,-17.58718274,-149.7909091,146.28,1040.07,1288.52,426.5,1040.07,Ma'atea,SE,Reef crest,Maatea,,,,0.01123235758,0.137186942,0.01196865634,0.01279246736,0.05026215208,0.001131105681,0.9356018668,0.4898654983,1.008308361,1.799678835
id_1055,34,2022,2022-April,NA,0.481971695,27.55153706,57.16,0.09,0.67,0.55,2.43,4/17/2022,14:46:00,-17.58067293,-149.7936002,715.64,462.98,815.17,115.53,697,Ma'atea,SE,Mid lagoon,Maatea,,,,0.01339417697,0.06674251953,0.01263666279,0.02498010521,0.01877436089,0,0.5058690781,0.7614311172,0.7213718672,2.249552639
id_1056,35,2022,2022-April,NA,0.697395179,26.63351747,38.19,0.16,0.75,0.48,2.5,4/17/2022,16:10:00,-17.58383224,-149.7985487,1040.17,157.41,1436.85,60.1,157.41,Ma'atea,SE,Fringing reef,Maatea,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1057,36,2022,2022-April,NA,0.58644823,25.21047744,42.99,0.17,1.36,1.33,2.82,4/17/2022,14:15:00,-17.57943392,-149.7968348,1060.36,100.49,997.76,7.85,464.16,Ma'atea,SE,Fringing reef,Maatea,,,,0.02330770573,0.05818779863,0.02493303354,0.02465973464,0.03084836579,0,1.0110828,1.220514871,0.7456411306,1.83085333
id_1058,37,2022,2022-April,NA,0.57564029,26.00300168,45.17,0.1,0.81,0.64,1.36,4/17/2022,13:35:00,-17.57349375,-149.7942877,855.19,245.76,723.21,10.42,1146.81,Ma'atea,SE,Fringing reef,Maatea,,,,0.02349585807,0.100881835,0.02534053975,0.02639441494,0.05849242923,0,0.9600720383,0.8910524925,0.8834553224,2.057792453
id_1059,38,2022,2022-April,NA,0.623395646,27.60458882,44.28,0.12,0.78,0.99,2.82,4/17/2022,11:00:00,-17.56786983,-149.7925031,743.42,71.41,789.05,16.36,1531.14,Afareaitu,SE,Fringing reef,Haumi,,,,0.01429383374,0.177855333,0.01261685069,0.03496495696,0.03363665284,0,0.3608427347,0.331368011,0.5425232623,2.97533877
id_1060,39,2022,2022-April,NA,0.552877459,27.53710238,49.81,0.1,0.72,1.01,2.73,4/17/2022,12:30:00,-17.57239278,-149.7883265,212.17,531.66,144.03,6.98,1634.15,Ma'atea,SE,Reef pass,Haumi,,,,0.0113774982,0.118271868,0.01263136788,0.01194730098,0.04966153359,0,1.057257024,0.6536274265,0.8119564469,1.948787456
id_1061,40,2022,2022-April,NA,0.605070448,26.02487855,43.01,0.13,0.71,0.62,1.62,4/17/2022,12:58:00,-17.57566885,-149.7885266,247.25,762.66,47.99,10.44,1360.37,Ma'atea,SE,Reef pass,Maatea,,,,0.01561047778,0.04650529995,0.01618653422,0.02514515885,0,0,0.6437236811,1.867646651,0.9097164905,2.037035797
id_1062,41,2022,2022-April,NA,0.604084355,28.72978088,47.56,0.12,0.72,0.51,2.44,4/17/2022,12:03:00,-17.57019438,-149.7873946,158.87,560.67,286.59,186.46,1577.78,Afareaitu,SE,Reef crest,Haumi,,,,0.01553489743,0.04605130906,0.01729361629,0.01902881499,0.01288361914,0.0164369658,0.9088120466,0.8984405449,0.7664044569,2.034607272
id_1063,42,2022,2022-April,NA,0.505866813,26.68852804,52.76,0.11,0.74,1.09,3.34,4/17/2022,11:33:00,-17.56927254,-149.7896573,410.72,323.84,447.09,50.95,1508.11,Afareaitu,SE,Mid lagoon,Haumi,,,,0.0287005119,0.1878337841,0.02625628535,0.03634121788,0.1303619852,0.06909617326,0.7224932702,0.5460145971,0.998381683,2.064012815
id_1064,43,2022,2022-April,NA,0.507491777,29.67837919,58.48,0.66,0.42,0.49,1.47,4/16/2022,15:45:00,-17.56248479,-149.7830339,142.29,725.56,616.58,321.63,966.93,Afareaitu,SE,Reef crest,Haumi,,,,0.01150311339,0.09006497466,0.01140249511,0.01684465252,0.1296490008,0.0541758938,0.6769207675,0.3734296008,0.9178427361,2.254918671
id_1065,44,2022,2022-April,NA,0.4294077,27.58913779,64.25,0.1,0.61,0.31,2.06,4/16/2022,15:13:00,-17.56150126,-149.7854925,415.85,462.78,654.28,63.36,725.67,Afareaitu,SE,Mid lagoon,Haumi,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1066,45,2022,2022-April,NA,0.681804093,26.53232625,38.91,0.16,0.75,0.9,1.5,4/16/2022,16:30:00,-17.56024699,-149.7891006,792.25,58.15,962.07,10.49,502.16,Afareaitu,SE,Fringing reef,Haumi,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1067,46,2022,2022-April,NA,0.638582581,27.13201426,42.49,0.16,0.76,0.54,1.04,4/16/2022,14:45:00,-17.55798848,-149.7809429,270.05,828.24,81.8,20.75,889.08,Afareaitu,SE,Reef pass,Haumi,,,,0.01165283791,0.05701179703,0.01245293846,0.01708491251,0.03711161181,0.02680850521,0.7288851173,0.6413842308,0.8622525046,1.925040792
id_1068,47,2022,2022-April,NA,0.528649245,30.65351859,57.98,0.13,0.68,0.31,1.14,4/12/2022,15:30:00,-17.59313297,-149.8546619,185.33,905.3,841.61,182.05,905.3,Vai'anae/Atiha,SW,Reef crest,Vaianae,,,,0.01945139272,0.1050060672,0.02162093099,0.02630833014,0.04767198008,0,0.821828329,0.8189934312,0.9020931317,2.062366586
id_1069,48,2022,2022-April,NA,0.621250388,27.29709711,43.94,0.13,0.72,0.66,2.45,4/17/2022,15:15:00,-17.59491873,-149.8171821,128.75,346.82,2717.7,427.58,784.59,Ma'atea,SW,Fringing reef,Maatea,,,,0.01019181363,0.03714776623,0.01008191103,0.01486344882,0.03274764871,0.03549760635,0.6783022674,0.8678110385,0.9999067526,2.144423919
id_1070,49,2022,2022-April,NA,0.569728827,28.37814653,49.81,0.15,1.91,0.19,1.06,4/12/2022,11:00:00,-17.57717782,-149.8610173,1231.63,91.75,1836.86,222.89,1030.01,Vai'anae/Atiha,SW,Fringing reef,Vaianae,,,,0.01986033748,0.07447843934,0.02061100679,0.02370557011,0.002478829478,0,0.8694583889,2.224389718,0.8504593934,1.775102122
id_1071,50,2022,2022-April,NA,0.621190033,31.99834542,51.51,0.1,0.68,0.57,1.54,4/13/2022,10:35:00,-17.60194159,-149.8021502,211.9,1257.27,3234.36,669.18,1257.27,Ma'atea,SW,Reef crest,Maatea,,,,0.007703995407,0.0633642031,0.008726952152,0.01240104073,0,0,0.7037274002,1.220576078,0.6179183713,2.042983911
id_1072,51,2022,2022-April,NA,0.646806177,27.43140191,42.41,0.11,1.6,0.56,2.02,4/16/2022,14:10:00,-17.55479179,-149.7891155,1180.53,76.43,1010.89,36.81,76.43,Afareaitu,SE,Bay,Haumi,,,,0.01615974662,0.1671094511,0.01631441764,0.0208635442,0.04144676459,0.01668697586,0.7819581127,0.499869356,0.8238037703,1.92866646
id_1073,52,2022,2022-April,NA,0.603256537,27.57687787,45.71,0.15,0.73,0.86,1.76,4/16/2022,12:32:00,-17.54829758,-149.780663,826.05,158.27,703.99,21.58,158.27,Afareaitu,SE,Fringing reef,Farehau,,,,0.009449250069,0.02654368926,0.01107380902,0.01160933079,0.02046377708,0.003895629354,0.953871435,1.050403599,0.8970754539,1.574568572
id_1074,53,2022,2022-April,NA,0.604969673,26.79782649,44.3,0.11,2.27,0.95,1.74,4/16/2022,12:01:00,-17.54553717,-149.7782538,746.75,75.65,891.24,24,713.59,Afareaitu,SE,Fringing reef,Farehau,,,,0.02465043701,0.05835638744,0.02553873508,0.02839680377,0.04593141727,0.03562564803,0.8993524512,1.130168653,0.7760864228,1.747896018
id_1075,54,2022,2022-April,NA,0.592961359,30.65839189,51.7,0.11,0.65,0.39,2.06,4/15/2022,15:32:00,-17.54048841,-149.773951,786.2,86.26,1524.43,12.37,1514.31,Afareaitu,SE,Fringing reef,Farehau,,,,0.01542336514,0.09186440055,0.01599640513,0.02049759007,0.03917632482,0.02421988935,0.7804041876,0.6407627362,0.7637803062,2.177784627
id_1076,55,2022,2022-April,NA,0.555905071,26.36935725,47.44,0.11,0.42,0.36,1.63,4/16/2022,10:39:00,-17.5438892,-149.7747479,591.07,58.68,1139.2,12.79,1142.44,Afareaitu,SE,Fringing reef,Farehau,,,,0.01185163446,0.04622696535,0.01173882577,0.01731969927,0.03145337587,0.01322202318,0.6777730715,0.5486516597,0.8791097153,1.913427041
id_1077,56,2022,2022-April,NA,0.534636548,30.1853499,56.46,0.1,0.68,0.76,1.89,4/15/2022,14:59:00,-17.54065563,-149.7703816,502.09,380.81,1612.56,278.65,1731.75,Afareaitu,SE,Mid lagoon,Farehau,,,,0.01076986672,0.03623612518,0.01046473692,0.01732942782,0.02422125345,0.02046075671,0.603870885,0.707133377,0.7572178152,2.251429615
id_1078,57,2022,2022-April,NA,0.631399279,29.06984118,46.04,0.16,0.66,0.79,1.09,4/16/2022,10:05:00,-17.54170898,-149.7665665,147.79,790.24,1828.6,855.71,2017.57,Afareaitu,SE,Reef crest,Farehau,,,,0.02907141319,0.2246951537,0.02394590182,0.04503795593,0.1571394068,0.07634208241,0.5316826957,0.3538822061,0.8922384164,2.402695656
id_1079,58,2022,2022-April,NA,0.521235747,29.38077335,56.37,0.1,0.54,0.15,1.35,4/16/2022,11:15:00,-17.54808988,-149.7732428,175.48,520.22,734.88,332.01,1154.39,Afareaitu,SE,Reef crest,Farehau,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1080,59,2022,2022-April,NA,0.557246345,29.16866376,52.34,0.13,0.7,0.67,1.55,4/15/2022,16:00:00,-17.54354672,-149.7706065,302.74,441.53,1323.71,237.36,1552.66,Afareaitu,SE,Reef crest,Farehau,,,,0.01152837442,0.04140099209,0.01128486033,0.01675136686,0.03195030145,0.01802017932,0.6736680308,0.5207925285,0.8320592784,2.165393866
id_1081,60,2022,2022-April,NA,0.587961469,28.53965049,48.54,0.13,0.7,0.76,1.74,4/16/2022,12:58:00,-17.55227462,-149.7773983,328.61,700.53,184.94,32.56,844.67,Afareaitu,SE,Reef pass,Farehau,,,,0.01069737263,0.0453082543,0.01055837347,0.01657651678,0.02816116386,0.02433848592,0.6369476539,0.4270672067,0.7516572951,2.261516063
id_1082,61,2022,2022-April,NA,0.557804559,28.3983545,50.91,0.16,0.76,3.26,3.13,4/15/2022,13:39:00,-17.5352866,-149.7726642,1133.76,63.21,1503.91,136,1313,Vai'are,SE,Fringing reef,Farehau,,,,0.02125859972,0.1171487078,0.02242471342,0.02491425213,0.08504120841,0.04250870167,0.9000757201,0.7398883765,0.9334551722,2.36440077
id_1083,62,2022,2022-April,NA,0.501615518,27.37840019,54.58,0.11,0.73,0.78,1.66,4/15/2022,12:56:00,-17.53598314,-149.7679931,645.68,550.59,1325.37,310.97,1580.7,Vai'are,SE,Mid lagoon,Farehau,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1084,63,2022,2022-April,NA,0.496217528,29.06393397,58.57,0.12,0.52,0.29,1.44,4/15/2022,14:18:00,-17.53573436,-149.7629378,161.5,1077.42,1210.08,801.16,1931.53,Vai'are,SE,Reef crest,Farehau,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1085,64,2022,2022-April,NA,0.485157453,27.67425138,57.04,0.13,0.72,0.33,1.38,4/15/2022,12:20:00,-17.52938876,-149.7673331,477.45,642,620.65,104.41,1153.49,Vai'are,SE,Mid lagoon,Farehau,,,,0.0155007811,0.07034240989,0.01521195508,0.01812403151,0.1081281438,0.05384507442,0.8393251286,0.4560312271,1.0129737,2.089637467
id_1086,65,2022,2022-April,NA,0.587917093,27.50250468,46.78,0.14,0.75,0.47,1.37,4/15/2022,11:10:00,-17.52484376,-149.7649524,318.12,1139.97,114.17,34.6,1265.84,Vai'are,SE,Reef pass,Farehau,,,,0.01267921809,0.04433042457,0.0133440247,0.01718254372,0.03387745222,0.0293077995,0.7766035648,0.6497348694,0.8146973354,2.073731596
id_1087,66,2022,2022-April,NA,0.535869619,25.84996639,48.24,0.16,0.87,0.39,1.49,4/15/2022,11:59:00,-17.52840162,-149.773503,1146.76,120.82,1093.39,22.11,586.52,Vai'are,SE,Fringing reef,Farehau,,,,0.02227776936,0.1451802935,0.02122040197,0.03349457962,0.1231715304,0.04976606923,0.6335473443,0.593011451,1.014547318,2.202865233
id_1088,67,2022,2022-April,NA,0.545821435,26.79773987,49.1,0.12,1.48,0.24,1.46,4/15/2022,16:30:00,-17.5226684,-149.7793687,1748.73,119.77,1603.81,11.56,119.77,Vai'are,SE,Bay,Farehau,,,,0.0173786687,0.08243174589,0.01663508722,0.02236466446,0.03755736105,0.01603541181,0.7438111693,0.7801714126,0.7614318107,2.069311392
id_1089,68,2022,2022-April,NA,0.583175915,25.64614332,43.98,0.15,1.25,1.12,1.79,4/14/2022,16:30:00,-17.52006574,-149.7738316,1147.06,100.21,1043.91,17.66,201.15,Vai'are,SE,Fringing reef,Teavaro,,,,0.02287328885,0.02952108397,0.02660764877,0.02353357732,0.03451762877,0.01086385203,1.130624911,2.250681917,0.8492315612,1.9227792
id_1090,69,2022,2022-April,NA,0.607119811,27.44762441,45.21,0.14,0.91,0.16,1.48,4/15/2022,10:05:00,-17.51597897,-149.7687791,636.82,188.19,836.6,18.23,910.56,Vai'are,SE,Fringing reef,Teavaro,,,,0.01110789626,0.03966844079,0.01113505949,0.01558904012,0.03519309741,0.009884836954,0.7142876922,0.6911663155,0.9114726973,2.280174902
id_1091,70,2022,2022-April,NA,0.538577258,27.5655664,51.18,0.13,0.67,0.86,0.6,4/14/2022,13:50:00,-17.51029755,-149.7665881,516.91,250.59,1324.25,25.57,1553.77,Vai'are,SE,Fringing reef,Teavaro,,,,0.008727713623,0.0231131184,0.008686035726,0.01257607246,0.004558239251,0,0.6906795226,3.312391975,0.6279907043,2.452091842
id_1092,71,2022,2022-April,NA,0.549707486,29.80750258,54.22,0.12,0.66,0.53,1.55,4/14/2022,14:15:00,-17.51072251,-149.7630267,138.16,627.72,1265.37,156.91,1739.23,Vai'are,SE,Reef crest,Teavaro,,,,0.01036191195,0.03231705947,0.009813939081,0.01410464808,0.01979975819,0,0.6957946788,0.7307597435,0.7941917182,2.133359012
id_1093,72,2022,2022-April,NA,0.525170659,28.06084939,53.43,0.14,0.54,0.28,1.63,4/15/2022,10:41:00,-17.52172509,-149.7643641,167.57,888.8,44.55,43.43,1245.34,Vai'are,SE,Reef pass,Teavaro,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_1094,73,2022,2022-April,NA,0.549776058,30.65883237,55.77,0.12,0.66,0.18,0.22,4/14/2022,15:55:00,-17.51638885,-149.7642064,158.59,564.67,628.61,147.29,1304,Vai'are,SE,Reef crest,Teavaro,,,,0.01141655916,0.07322006549,0.01219944891,0.01563752919,0.06706972626,0.01667321276,0.7801391615,0.5810019087,0.9366594517,1.885652949
id_1095,74,2022,2022-April,NA,0.624767449,31.14129953,49.84,0.15,0.64,0.64,2.05,4/14/2022,12:45:00,-17.50532775,-149.7609331,111.74,538.62,1883.09,405.67,2312.16,Vai'are,SE,Reef crest,Teavaro,,,,0.008997546491,0.04018089597,0.009584271171,0.01360328274,0.02935529507,0.007763257404,0.7045557573,0.7825842104,0.8216661276,2.033968568
id_1096,75,2022,2022-April,NA,0.678690994,27.84138588,41.02,0.14,0.6,0.27,1.85,4/14/2022,12:15:00,-17.50326782,-149.7645343,565.09,101.47,2081.07,519.86,2316.62,Vai'are,SE,Fringing reef,Teavaro,,,,0.01225586965,0.05091891984,0.01372982245,0.01483688813,0.05047785753,0.0213118488,0.9253842408,0.5995999854,1.065372324,1.864154163
id_1097,76,2022,2022-April,NA,0.419157689,32.12587394,76.64,0.14,0.67,0.69,1.62,4/14/2022,11:30:00,-17.50094125,-149.7627215,525.28,158.19,2348.37,802.45,2626.16,Vai'are,SE,Fringing reef,Teavaro,,,,0.01018143073,0.03420193056,0.01063283481,0.01475905919,0.02793384859,0.01491612734,0.7204276827,0.8295274331,0.8692360494,1.811824197
id_1098,77,2022,2022-April,NA,0.622344447,30.26862535,48.64,0.14,0.66,0.75,2.24,4/14/2022,10:53:00,-17.50258469,-149.7597522,161.37,474.23,2201.84,729.57,2627.04,Vai'are,SE,Reef crest,Teavaro,,,,0.02462741576,0.03680522563,0.01096053216,0.01559572396,0.03026384577,0.01605865886,0.7027908539,0.6752763961,0.8332922084,2.043924898
id_1099,78,2022,2022-April,NA,0.522286458,30.04440817,57.52,0.16,0.63,0.69,1.75,4/14/2022,10:17:00,-17.50024941,-149.7576461,182.54,306.48,2514.66,1067.77,3010.98,Vai'are,SE,Reef crest,Teavaro,,,,0.01354339058,0.04751116792,0.01555304083,0.02055308165,0.04109011167,0.01594900342,0.7567254926,0.7395357932,0.8046789599,2.20548466
id_1100,79,2022,2022-April,NA,0.448496762,31.52720703,70.3,0.15,0.59,0.72,2.84,4/17/2022,14:15:00,-17.60410798,-149.8210349,147.06,1207.06,2393.47,1354.72,1745.92,Ma'atea,SW,Reef crest,Maatea,,,,0.02049489236,0.1160105402,0.01739989732,0.03106127384,0.09920742992,0.05198346995,0.5601797728,0.3307114739,0.9981844398,2.193177813
id_1101,80,2022,2022-April,NA,0.644857983,26.75371977,41.49,0.15,0.82,0.93,0.67,4/7/2022,13:39:00,-17.56380737,-149.8743451,1085.84,305.48,982.11,451.87,3090.23,Vai'anae/Atiha,SW,Fringing reef,Haapiti,,,,0.01203311858,0.03853558573,0.01151820448,0.01664301371,0.03042522587,0,0.6920744452,0.5472543292,0.8040995352,1.826264716
id_1102,80,2022,2022-April,NA,0.644857983,26.75371977,41.49,0.15,0.82,0.93,0.67,4/7/2022,13:39:00,-17.56380737,-149.8743451,1085.84,305.48,982.11,451.87,3090.23,Vai'anae/Atiha,SW,Fringing reef,Haapiti,,,,0.01203311858,0.03853558573,0.01151820448,0.01664301371,0.03042522587,0,0.6920744452,0.5472543292,0.8040995352,1.826264716
id_1103,81,2022,2022-April,NA,0.674073737,27.64237133,41.01,0.09,0.61,0.6,0.56,4/7/2022,13:11:00,-17.56509583,-149.8775593,746.14,643.14,704.84,342.42,3250.62,Vai'anae/Atiha,SW,Mid lagoon,Haapiti,,,,0.008513106999,0.03849597324,0.006314309733,0.01086793848,0.03179378267,0,0.5810034482,0.3834136239,0.6847931762,1.960298331
id_1104,82,2022,2022-April,NA,0.576289947,26.76508205,46.44,0.08,0.62,0.28,0.26,4/7/2022,14:04:00,-17.56890935,-149.8785377,340.13,892.84,260.19,65.75,3116.7,Vai'anae/Atiha,SW,Reef pass,Haapiti,,,,0.008514759765,0.03430787685,0.006720390256,0.01235571009,0.02356057418,0.002393100337,0.5439096748,0.564912206,0.653859596,2.122903187
id_1105,83,2022,2022-April,NA,0.607384191,28.75149254,47.34,0.12,0.49,0.49,0.52,4/7/2022,12:36:00,-17.56706047,-149.8830503,137.07,1256.09,539.73,564.55,3634.65,Vai'anae/Atiha,SW,Reef crest,Haapiti,,,,0.009116969117,0.02914749038,0.006574529583,0.01545472012,0.02584738646,0.0007296424707,0.4254059297,0.5305495345,0.6974197391,2.081441155
id_1106,84,2022,2022-April,NA,0.479023904,30.00342559,62.63,0.12,4.95,1.02,0.69,4/7/2022,10:14:00,-17.56043784,-149.8865255,248.11,980.05,199.73,69.35,4324.03,Vai'anae/Atiha,SW,Reef pass,Haapiti,,,,0.01296968603,0.04119103838,0.0111677935,0.01676652284,0.03082660855,0.01328044921,0.6660768971,0.6045188453,0.6055741987,1.974659401
id_1107,85,2022,2022-April,NA,0.581369598,26.69303033,45.91,0.09,0.57,0.32,0.36,4/7/2022,11:59:00,-17.56350797,-149.8812157,474.27,924.34,822.05,589.31,3667.63,Vai'anae/Atiha,SW,Mid lagoon,Haapiti,,,,0.01155801228,0.03981159187,0.009161075785,0.01646025626,0.03379257158,0,0.5565573002,0.6251277819,0.6359628568,2.101921123
id_1108,86,2022,2022-April,NA,0.624640805,27.08199604,43.36,0.12,0.72,0.43,1.52,4/7/2022,10:44:00,-17.55850204,-149.8826298,709.31,538.52,655.79,35.48,4126.17,Vai'anae/Atiha,SW,Mid lagoon,Haapiti,,,,0.008847798639,0.05406139568,0.006588806263,0.01323455372,0.04121594682,0.00219083797,0.4978487679,0.3330501801,0.6858282643,2.131123364
id_1109,87,2022,2022-April,NA,0.653618986,27.19613462,41.61,0.15,0.78,0.49,1.14,4/7/2022,11:20:00,-17.55897637,-149.8788434,978.42,384.87,1030.54,206.46,3808.43,Vai'anae/Atiha,SW,Fringing reef,Haapiti,,,,0.01231575665,0.02865535557,0.009435559312,0.01621791494,0.03006399756,0.001935371507,0.581798545,0.8510669226,0.5417911613,2.275902748
id_1110,89,2022,2022-April,NA,0.623509721,26.98974982,43.29,0.14,0.82,0.29,1.53,4/7/2022,11:21:00,-17.55473723,-149.8855922,731.32,561.53,704.63,141.06,4642.18,Vai'anae/Atiha,SW,Fringing reef,Haapiti,,,,0.00732036665,0.03721384343,0.0058649046,0.01146339614,0.02897287645,0.006923306068,0.5116201626,0.4213247032,0.7383443766,2.073609102
id_1111,90,2022,2022-April,NA,0.567211612,28.59849867,50.42,0.08,0.42,0.32,2.34,4/7/2022,11:52:00,-17.55573928,-149.8879232,480.06,792.23,527.26,266.16,4750.91,Vai'anae/Atiha,SW,Mid lagoon,Haapiti,,,,0.00626422821,0.0267288006,0.005825988973,0.01071964356,0.0258946313,0,0.5434871918,0.4703474876,0.8667120714,2.216510326
id_1112,91,2022,2022-April,NA,0.573502188,28.96418977,50.5,0.12,0.64,0.45,1.55,4/7/2022,12:22:00,-17.55741642,-149.8905109,160.63,1091.43,373.42,505.77,4863.83,Vai'anae/Atiha,SW,Reef crest,Haapiti,,,,0.006267022569,0.03227827715,0.005064872045,0.009485807218,0.02363470265,0,0.533942123,0.3374941839,0.7435107591,1.738545948
id_1113,92,2022,2022-April,NA,0.468294772,30.12112502,64.32,0.1,0.64,0.47,1.79,4/7/2022,14:11:00,-17.55032935,-149.897047,217.68,788.94,1408.82,1006.09,5883.97,Vai'anae/Atiha,SW,Reef crest,Haapiti,,,,0.006072347845,0.05278253496,0.00449324385,0.009620058892,0.03052768132,0.00170234167,0.467070306,0.2475339905,0.6594825288,2.104856505
