Site,Year,TimePeriod,dN15,Percent_N,Percent_C,C_to_N_ratio,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Date,Time,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon
135,2020,2020-August,NA,0.46,31.56,68.33,0.16,0.85,1.49,0.65,9/7/2020,15:42:00,-17.48452814,-149.8861285,127.01,774.32,810.33,704.34,1222.04,Papeto'ai,N,Reef crest,Papetoai
136,2020,2020-August,NA,0.51,29.09,56.74,0.14,0.73,1.24,0.49,8/22/2020,15:18:00,-17.48690316,-149.8805744,448.87,564.85,1430.61,430.75,633.57,Papeto'ai,N,Mid lagoon,Papetoai
137,2020,2020-August,NA,0.52,30.54,59.01,0.17,0.99,1.14,0.78,9/7/2020,16:14:00,-17.48379691,-149.8798111,122.05,900.74,1472.11,471.23,901.66,Papeto'ai,N,Reef crest,Papetoai
138,2020,2020-August,NA,0.39,30.5,78.09,0.13,2.47,1.22,0.81,9/8/2020,13:40:00,-17.49209605,-149.8746473,945.32,36.46,1202.92,308.87,36.46,Papeto'ai,N,Fringing reef,Papetoai
139,2020,2020-August,NA,0.61,29.18,47.61,0.18,2.81,1.38,0.36,8/22/2020,16:17:00,-17.49065096,-149.8681188,507.66,284.82,490.05,30.47,284.82,Papeto'ai,N,Fringing reef,Papetoai
14,2020,2020-August,NA,0.57,29.64,52.19,0.16,0.67,1.08,0.33,9/2/2020,11:56:00,-17.58281082,-149.8662589,438.97,916.93,1695.09,242.68,1458.68,Vai'anae/Atiha,SW,Mid lagoon,Vaianae
140,2020,2020-August,NA,0.5,28.85,57.47,0.18,2.74,1.35,0.41,8/30/2020,15:23:00,-17.49716361,-149.8626436,1201.16,80.17,920.07,10.8,438.05,Papeto'ai,N,Fringing reef,Papetoai
141,2020,2020-August,NA,0.74,26.41,35.58,0.17,3.33,1.54,0.46,8/22/2020,16:27:00,-17.49316067,-149.8673732,729.33,123.28,589.73,31.14,123.28,Papeto'ai,N,Fringing reef,Papetoai
142,2020,2020-August,NA,0.5,29.32,58.77,0.18,1.21,1.18,0.48,8/30/2020,16:00:00,-17.49376006,-149.8519205,1047.37,39.96,970.62,21.55,1564.47,Papeto'ai,N,Fringing reef,Pihaena
143,2020,2020-August,NA,0.59,29.93,50.96,0.15,0.84,1.12,0.5,8/30/2020,16:12:00,-17.49082932,-149.8544175,630.69,383.06,559.01,109.28,1380.05,Papeto'ai,N,Reef pass,Pihaena
144,2020,2020-August,NA,0.46,30.37,66.6,0.17,0.74,1.08,0.48,8/30/2020,16:26:00,-17.48895002,-149.8550006,441.88,516.89,421.79,193.47,1413.5,Papeto'ai,N,Reef pass,Pihaena
145,2020,2020-August,NA,0.46,30.35,66.1,NA,NA,NA,NA,9/8/2020,14:40:00,-17.48966591,-149.8494205,940.88,33.79,1016.01,375.22,1924.49,Papeto'ai,N,Fringing reef,Pihaena
146,2020,2020-August,NA,0.55,29.04,52.51,0.18,0.77,2.94,0.45,8/22/2020,16:24:00,-17.48545652,-149.8469882,665.63,53.17,1288.2,888.26,2344.91,Papeto'ai,N,Fringing reef,Pihaena
147,2020,2020-August,NA,0.54,30.36,56.03,0.18,0.72,1.2,0.38,8/22/2020,16:00:00,-17.48168911,-149.8498651,168.67,571.13,1171.2,1163.13,2323.79,Papeto'ai,N,Reef crest,Pihaena
148,2020,2020-August,NA,0.58,29.57,50.71,0.18,0.45,0.67,0.36,8/22/2020,16:13:00,-17.48386731,-149.8490207,423.18,334.91,1131.15,951.56,2249.28,Papeto'ai,N,Mid lagoon,Pihaena
149,2020,2020-August,NA,0.4,31.21,77.08,0.19,0.79,1.03,0.48,9/8/2020,14:52:00,-17.48650493,-149.8520296,498.75,399.49,739.91,596.71,1823.91,Papeto'ai,N,Mid lagoon,Pihaena
150,2020,2020-August,NA,0.51,29.93,58.96,0.16,0.71,1.01,0.46,8/22/2020,15:14:00,-17.48430225,-149.8420147,772.87,51.09,1664.59,1047.01,2900.04,Papeto'ai,N,Fringing reef,Pihaena
151,2020,2020-August,NA,0.52,30.25,58.3,0.16,0.49,0.78,0.45,8/22/2020,15:46:00,-17.47821942,-149.8423604,135.98,718.01,1574.46,1338.72,3188.64,Papeto'ai,N,Reef crest,Pihaena
152,2020,2020-August,NA,0.55,28.92,52.75,0.15,0.34,0.55,0.41,8/22/2020,15:34:00,-17.48009529,-149.8422762,339.71,516.16,1575.44,1210.56,3078.71,Papeto'ai,N,Mid lagoon,Pihaena
153,2020,2020-August,NA,0.6,29.9,49.51,0.17,0.75,0.98,1.08,8/22/2020,14:40:00,-17.4784169,-149.8339808,184.54,770.53,683.74,650.03,3439.4,Paopao,N,Reef crest,Pihaena
154,2020,2020-August,NA,0.47,29.1,62.51,0.19,0.76,1.25,0.38,8/22/2020,14:59:00,-17.4797321,-149.8365316,368.44,589.72,959.95,691.97,3538.12,Paopao,N,Mid lagoon,Pihaena
155,2020,2020-August,NA,0.56,27.53,48.93,0.19,0.76,1.21,0.44,8/22/2020,14:24:00,-17.48486702,-149.8347928,885.61,67.61,1030.67,350.65,3171.26,Paopao,N,Fringing reef,Pihaena
156,2020,2020-August,NA,0.56,27.91,49.74,0.18,0.83,1.34,0.48,8/22/2020,14:12:00,-17.48502921,-149.8312727,843.02,44.33,787.09,19.34,2786.91,Paopao,N,Fringing reef,Pihaena
158,2020,2020-August,NA,0.43,30.2,70.71,0.17,1.61,1.11,0.45,8/22/2020,11:25:00,-17.48467013,-149.8275155,796.48,134.83,612.32,21.74,2472.07,Paopao,N,Fringing reef,Pihaena
159,2020,2020-August,NA,0.61,29.42,48.01,0.18,2.05,1.06,0.44,8/22/2020,11:10:00,-17.48655573,-149.8250571,1077.61,228.23,845.99,9.6,2221.93,Paopao,N,Fringing reef,Pihaena
16,2020,2020-August,NA,0.81,26,31.96,0.17,2.01,1.74,0.63,9/2/2020,14:20:00,-17.5869498,-149.8426075,1190.12,149.86,1101.59,315.22,149.86,Vai'anae/Atiha,SW,Bay,Maatea
160,2020,2020-August,NA,0.57,29.45,51.39,0.17,1.23,1.37,0.52,8/22/2020,11:20:00,-17.48204526,-149.8262099,583.21,444.89,331.85,44.61,2733.55,Paopao,N,Reef pass,Pihaena
161,2020,2020-August,NA,0.5,30.5,60.71,0.19,0.7,1.13,0.85,9/7/2020,11:22:00,-17.47370895,-149.7768527,228.29,87.43,402.08,362.85,2167.13,Maharepa,N,Fringing reef,Maharepa
162,2020,2020-August,NA,0.49,28.46,58.18,0.2,0.8,1.64,0.58,8/31/2020,08:40:00,-17.47599625,-149.780356,511.07,67.59,471.09,309.28,1736.89,Maharepa,N,Fringing reef,Maharepa
163,2020,2020-August,NA,0.6,29.82,49.81,0.2,1.18,1.48,0.47,8/31/2020,09:15:00,-17.47785238,-149.7866539,757.46,32.28,927.34,822.99,1041.41,Maharepa,N,Fringing reef,Maharepa
164,2020,2020-August,NA,0.58,27.6,47.3,0.18,0.69,1.07,0.92,9/7/2020,12:11:00,-17.47880909,-149.790986,676.56,60.36,845.37,737.52,557.01,Maharepa,N,Fringing reef,Maharepa
165,2020,2020-August,NA,0.66,27.22,40.99,0.21,1.14,1.64,0.59,8/31/2020,10:02:00,-17.4796057,-149.7961288,617.18,78.94,552.99,210.97,78.94,Maharepa,N,Fringing reef,Maharepa
166,2020,2020-August,NA,0.67,29.94,44.82,0.22,0.73,1.41,0.44,8/31/2020,08:55:00,-17.47499012,-149.7867232,451.97,352.58,727.64,673.51,155.29,Maharepa,N,Mid lagoon,Maharepa
167,2020,2020-August,NA,0.71,27.31,38.29,0.2,1.42,1.35,0.29,9/7/2020,11:45:00,-17.47282634,-149.7810294,210.24,441.48,128.81,28.91,1802.56,Maharepa,N,Reef pass,Maharepa
168,2020,2020-August,NA,0.33,30.7,91.88,0.26,0.86,1.57,0.73,9/7/2020,11:48:00,-17.47187021,-149.786553,102.97,694.58,593.73,628.15,1374.55,Maharepa,N,Reef crest,Maharepa
169,2020,2020-August,NA,0.54,30.45,56.89,0.2,0.75,1.11,0.78,9/7/2020,12:35:00,-17.47434254,-149.7937432,106.76,619.41,413.38,454.82,719.4,Maharepa,N,Reef crest,Maharepa
17,2020,2020-August,NA,0.56,30.48,54.46,0.16,1.68,0.74,0.88,9/2/2020,14:34:00,-17.59328585,-149.8390346,683.48,215.33,607.29,349.81,768.71,Vai'anae/Atiha,SW,Fringing reef,Maatea
170,2020,2020-August,NA,0.59,29.48,49.69,0.25,0.74,1.19,0.59,8/31/2020,10:20:00,-17.47682031,-149.7950122,332,404.97,360.97,279.56,404.97,Maharepa,N,Mid lagoon,Maharepa
171,2020,2020-August,NA,0.53,28.43,53.91,0.19,0.7,1.39,0.56,8/31/2020,09:40:00,-17.47496934,-149.7901163,320.84,447.41,801.31,819.81,868.66,Maharepa,N,Mid lagoon,Maharepa
172,2020,2020-August,NA,0.63,27.14,43.24,0.28,1.41,1.5,0.55,8/31/2020,11:30:00,-17.4804404,-149.799661,700.15,53.22,618.5,64.26,53.22,Maharepa,N,Fringing reef,Maharepa
173,2020,2020-August,NA,0.55,29.21,52.7,0.2,0.77,1.19,0.42,8/31/2020,10:50:00,-17.4760501,-149.7973693,222.05,485.08,136,47.75,485.08,Maharepa,N,Reef pass,Maharepa
175,2020,2020-August,NA,0.55,27.26,49.93,0.23,1.01,1.62,0.4,8/31/2020,11:50:00,-17.48082167,-149.8048369,802.19,46.51,843.69,11.47,46.51,Maharepa,N,Fringing reef,Paraoro
176,2020,2020-August,NA,0.59,29.14,49.36,0.22,0.68,1.16,0.42,8/31/2020,12:50:00,-17.48256359,-149.8138506,1004.77,99.79,1112.41,359.67,99.79,Maharepa,N,Fringing reef,Paraoro
177,2020,2020-August,NA,0.48,27.51,57.09,0.17,1.03,1.48,0.48,8/31/2020,13:20:00,-17.48383638,-149.8168138,1020.18,79.09,956.64,20.22,79.09,Maharepa,N,Fringing reef,Paraoro
178,2020,2020-August,NA,0.43,28.86,66.77,0.18,1.91,1.03,0.42,8/31/2020,13:45:00,-17.48728956,-149.8183929,1270.91,71.13,1163.32,16.19,414.56,Maharepa,N,Fringing reef,Paraoro
179,2020,2020-August,NA,0.45,29.74,65.69,0.23,0.75,1.23,0.36,8/31/2020,13:05:00,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro
180,2020,2020-August,NA,0.43,29.99,69.36,0.18,0.84,0.99,0.28,9/7/2020,13:01:00,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro
181,2020,2020-August,NA,0.38,31.07,81.91,0.18,0.8,1.48,0.72,9/7/2020,13:23:00,-17.47477999,-149.8148865,148.15,968.79,927.95,808.03,968.79,Maharepa,N,Reef crest,Paraoro
182,2020,2020-August,NA,0.42,30.73,72.34,0.21,0.71,1.18,0.77,9/7/2020,13:34:00,-17.47831405,-149.8135389,545.85,540.67,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro
183,2020,2020-August,NA,0.47,29.79,63.81,0.23,0.73,1.07,0.47,8/31/2020,12:30:00,-17.48034675,-149.8136512,778.13,350.94,1040.79,428.44,350.94,Maharepa,N,Mid lagoon,Paraoro
184,2020,2020-August,NA,0.47,28.01,60.16,NA,NA,NA,NA,9/7/2020,13:53:00,-17.4749949,-149.806126,151.84,609.8,649.07,490.27,609.8,Maharepa,N,Reef crest,Paraoro
185,2020,2020-August,NA,0.59,28.08,47.27,0.2,0.69,1.23,0.84,9/7/2020,14:08:00,-17.47691201,-149.8066267,370.37,469.56,745.12,345.02,469.56,Maharepa,N,Mid lagoon,Paraoro
186,2020,2020-August,NA,0.53,28.98,54.77,0.22,0.72,1.03,0.49,8/31/2020,11:10:00,-17.47711502,-149.8025034,343.12,286.84,376.65,118.08,286.84,Maharepa,N,Reef pass,Paraoro
187,2020,2020-August,NA,0.53,29.78,56.52,0.21,0.78,1.52,0.41,8/31/2020,12:05:00,-17.47899399,-149.8063396,598.16,249.9,824.04,181.1,249.9,Maharepa,N,Mid lagoon,Paraoro
188,2020,2020-August,NA,0.41,29.07,70.69,0.21,0.8,1.35,1.53,9/7/2020,13:20:00,-17.47806804,-149.8172428,442.27,653.2,620.63,372.55,653.2,Maharepa,N,Mid lagoon,Paraoro
19,2020,2020-August,NA,0.43,30.39,70.73,0.17,0.75,1.06,0.52,9/2/2020,14:50:00,-17.59828926,-149.8398006,193.07,735.46,334.74,282.26,1236.87,Vai'anae/Atiha,SW,Reef crest,Maatea
2,2020,2020-August,NA,0.46,31.88,68.9,0.18,0.67,1.53,0.92,9/2/2020,13:46:00,-17.59042955,-149.8513141,553.98,506.75,809.65,250,506.75,Vai'anae/Atiha,SW,Mid lagoon,Vaianae
200,2020,2020-August,NA,0.53,28.46,54.1,0.22,0.8,1.98,0.55,8/22/2020,14:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,2020,2020-August,NA,0.46,29.52,64.17,0.3,0.75,1.54,0.4,8/26/2020,13:08:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2020,2020-August,NA,0.43,28.8,67.12,0.25,6,1.52,0.52,8/26/2020,16:29:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,2020,2020-August,NA,0.49,27.96,56.65,0.22,3.06,1.62,0.72,8/22/2020,11:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,2020,2020-August,NA,0.84,26.49,31.39,0.23,1.12,2.17,0.55,8/26/2020,10:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,2020,2020-August,NA,0.59,27.37,46.1,0.21,0.93,1.43,0.47,8/26/2020,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2020,2020-August,NA,0.68,28.46,42.07,0.2,1.87,1.03,0.32,8/26/2020,12:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,2020,2020-August,NA,0.58,25.61,44.02,0.24,3.28,1.11,0.83,9/2/2020,12:58:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,2020,2020-August,NA,0.54,28.3,52.4,0.22,0.82,0.93,0.86,9/2/2020,12:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2020,2020-August,NA,0.4,32.57,80.76,0.19,0.65,1.38,0.38,8/26/2020,16:05:00,-17.60326945,-149.810896,238.14,1246.02,3451.57,865.13,1246.02,Ma'atea,SW,Reef crest,Maatea
24,2020,2020-August,NA,0.51,29.77,58.05,0.21,0.72,1.1,0.51,8/26/2020,15:29:00,-17.59325316,-149.8095427,1244.37,153.45,3031.16,168.45,153.45,Ma'atea,SW,Fringing reef,Maatea
25,2020,2020-August,NA,0.51,29.27,57.51,0.17,0.65,1.09,0.52,8/26/2020,14:40:00,-17.59436904,-149.8067542,1115.81,313.51,2895.1,119.94,313.51,Ma'atea,SW,Fringing reef,Maatea
26,2020,2020-August,NA,0.59,28.65,48.53,0.19,0.7,1.15,0.53,8/26/2020,13:50:00,-17.59146245,-149.8037116,1023.71,172.28,2420.52,113.71,172.28,Ma'atea,SE,Fringing reef,Maatea
27,2020,2020-August,NA,0.37,31.58,85.38,0.19,0.67,1.07,0.37,8/26/2020,14:20:00,-17.59423829,-149.7964097,184.21,996.38,2225.84,450.33,996.38,Ma'atea,SE,Reef crest,Maatea
295,2020,2020-August,NA,0.63,26.35,41.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2020,2020-August,NA,0.59,31.03,53.01,0.16,0.74,1.05,0.69,9/2/2020,12:29:00,-17.59052703,-149.861271,307.22,1164.85,1707.27,290.83,1164.85,Vai'anae/Atiha,SW,Reef crest,Vaianae
30,2020,2020-August,NA,0.56,30.92,55.05,0.17,0.55,0.96,0.53,8/26/2020,15:48:00,-17.59837987,-149.8107668,716.16,718.52,3507.52,389.04,718.52,Ma'atea,SW,Mid lagoon,Maatea
31,2020,2020-August,NA,0.55,31.59,57.35,0.19,0.6,1.6,0.44,8/26/2020,14:52:00,-17.59795985,-149.8038875,661.3,783.44,2988.97,212.1,783.44,Ma'atea,SW,Mid lagoon,Maatea
32,2020,2020-August,NA,0.44,30.87,69.64,0.17,0.71,1.4,0.44,8/26/2020,14:03:00,-17.59291001,-149.7998923,576.01,609.09,2294.73,76.72,609.09,Ma'atea,SE,Mid lagoon,Maatea
33,2020,2020-August,NA,0.36,31.3,86.27,0.18,0.68,1.01,0.43,8/26/2020,13:36:00,-17.58718274,-149.7909091,146.28,1040.07,1288.52,426.5,1040.07,Ma'atea,SE,Reef crest,Maatea
34,2020,2020-August,NA,0.36,29.79,83.34,0.18,0.73,1.09,0.49,8/26/2020,12:51:00,-17.58067293,-149.7936002,715.64,462.98,815.17,115.53,697,Ma'atea,SE,Mid lagoon,Maatea
35,2020,2020-August,NA,0.65,26.77,41.25,0.17,0.92,1.13,0.53,8/26/2020,13:23:00,-17.58383224,-149.7985487,1040.17,157.41,1436.85,60.1,157.41,Ma'atea,SE,Fringing reef,Maatea
36,2020,2020-August,NA,0.54,27.66,51.57,0.2,1.11,1.47,0.47,8/26/2020,12:41:00,-17.57943392,-149.7968348,1060.36,100.49,997.76,7.85,464.16,Ma'atea,SE,Fringing reef,Maatea
37,2020,2020-August,NA,0.63,25.66,40.75,0.19,0.75,1.56,0.41,8/26/2020,12:15:00,-17.57349375,-149.7942877,855.19,245.76,723.21,10.42,1146.81,Ma'atea,SE,Fringing reef,Maatea
38,2020,2020-August,NA,0.6,29.2,48.59,0.18,0.81,1.3,0.39,8/26/2020,11:03:00,-17.56786983,-149.7925031,743.42,71.41,789.05,16.36,1531.14,Afareaitu,SE,Fringing reef,Haumi
39,2020,2020-August,NA,0.44,28.71,65.6,0.19,0.63,1.45,0.47,8/26/2020,11:30:00,-17.57239278,-149.7883265,212.17,531.66,144.03,6.98,1634.15,Ma'atea,SE,Reef pass,Haumi
4,2020,2020-August,NA,0.4,30.98,77.23,0.17,0.75,1.17,0.43,9/2/2020,12:45:00,-17.58473849,-149.8584346,968.86,664.71,1788.31,203.81,664.71,Vai'anae/Atiha,SW,Fringing reef,Vaianae
40,2020,2020-August,NA,0.48,29.97,62.74,0.16,0.77,1.93,0.45,8/26/2020,12:26:00,-17.57566885,-149.7885266,247.25,762.66,47.99,10.44,1360.37,Ma'atea,SE,Reef pass,Maatea
41,2020,2020-August,NA,0.42,31.43,74.58,0.18,0.66,1.77,0.39,8/26/2020,11:42:00,-17.57019438,-149.7873946,158.87,560.67,286.59,186.46,1577.78,Afareaitu,SE,Reef crest,Haumi
42,2020,2020-August,NA,0.47,30.33,65.04,0.16,0.66,1.74,0.38,8/26/2020,11:17:00,-17.56927254,-149.7896573,410.72,323.84,447.09,50.95,1508.11,Afareaitu,SE,Mid lagoon,Haumi
43,2020,2020-August,NA,0.52,30.4,58.55,0.21,0.85,1.72,0.37,8/26/2020,10:35:00,-17.56248479,-149.7830339,142.29,725.56,616.58,321.63,966.93,Afareaitu,SE,Reef crest,Haumi
44,2020,2020-August,NA,0.44,31.33,71,0.18,0.72,0.9,0.46,8/26/2020,10:25:00,-17.56150126,-149.7854925,415.85,462.78,654.28,63.36,725.67,Afareaitu,SE,Mid lagoon,Haumi
45,2020,2020-August,NA,0.54,26.81,49.95,0.16,1.04,1.5,0.33,8/26/2020,10:50:00,-17.56024699,-149.7891006,792.25,58.15,962.07,10.49,502.16,Afareaitu,SE,Fringing reef,Haumi
46,2020,2020-August,NA,0.71,27.16,38.12,0.21,0.93,1.55,0.47,8/26/2020,10:11:00,-17.55798848,-149.7809429,270.05,828.24,81.8,20.75,889.08,Afareaitu,SE,Reef pass,Haumi
47,2020,2020-August,NA,0.51,31.68,61.75,0.19,0.75,0.94,0.39,9/2/2020,13:28:00,-17.59313297,-149.8546619,185.33,905.3,841.61,182.05,905.3,Vai'anae/Atiha,SW,Reef crest,Vaianae
50,2020,2020-August,NA,0.49,32.76,67.46,0.15,0.22,0.68,0.42,8/26/2020,15:06:00,-17.60194159,-149.8021502,211.9,1257.27,3234.36,669.18,1257.27,Ma'atea,SW,Reef crest,Maatea
51,2020,2020-August,NA,0.74,27.73,37.49,0.24,4.94,1.49,0.45,8/26/2020,09:58:00,-17.55479179,-149.7891155,1180.53,76.43,1010.89,36.81,76.43,Afareaitu,SE,Bay,Haumi
52,2020,2020-August,NA,0.67,27.42,41.08,0.19,0.72,1.19,0.34,8/26/2020,10:59:00,-17.54829758,-149.780663,826.05,158.27,703.99,21.58,158.27,Afareaitu,SE,Fringing reef,Farehau
53,2020,2020-August,NA,0.59,28.24,47.51,0.21,1.56,1.13,0.45,8/26/2020,12:15:00,-17.54553717,-149.7782538,746.75,75.65,891.24,24,713.59,Afareaitu,SE,Fringing reef,Farehau
54,2020,2020-August,NA,0.55,29.57,53.65,0.2,0.96,1.2,0.4,8/26/2020,13:09:00,-17.54048841,-149.773951,786.2,86.26,1524.43,12.37,1514.31,Afareaitu,SE,Fringing reef,Farehau
56,2020,2020-August,NA,0.48,30.2,63.31,0.19,0.7,1.43,0.57,8/26/2020,13:19:00,-17.54065563,-149.7703816,502.09,380.81,1612.56,278.65,1731.75,Afareaitu,SE,Mid lagoon,Farehau
57,2020,2020-August,NA,0.55,30.66,55.4,0.21,0.68,1.49,0.43,8/26/2020,13:30:00,-17.54170898,-149.7665665,147.79,790.24,1828.6,855.71,2017.57,Afareaitu,SE,Reef crest,Farehau
58,2020,2020-August,NA,0.52,30.06,57.75,0.2,0.72,1.51,0.48,8/26/2020,12:45:00,-17.54808988,-149.7732428,175.48,520.22,734.88,332.01,1154.39,Afareaitu,SE,Reef crest,Farehau
59,2020,2020-August,NA,0.51,29.41,58.04,0.21,0.66,1.67,0.44,8/26/2020,12:59:00,-17.54354672,-149.7706065,302.74,441.53,1323.71,237.36,1552.66,Afareaitu,SE,Reef crest,Farehau
6,2020,2020-August,NA,0.5,29.24,58.56,0.15,0.7,1.6,0.32,9/2/2020,10:41:00,-17.57797027,-149.8731899,200.52,1057.87,735.57,595.65,2279.93,Vai'anae/Atiha,SW,Reef crest,Vaianae
60,2020,2020-August,NA,0.54,29.87,55.1,0.18,0.63,0.93,0.45,8/26/2020,10:50:00,-17.55227462,-149.7773983,328.61,700.53,184.94,32.56,844.67,Afareaitu,SE,Reef pass,Farehau
61,2020,2020-August,NA,0.53,29.82,56.18,0.22,0.75,1.51,0.5,8/26/2020,13:45:00,-17.5352866,-149.7726642,1133.76,63.21,1503.91,136,1313,Vai'are,SE,Fringing reef,Farehau
62,2020,2020-August,NA,0.48,28.59,59.14,0.21,0.67,1.14,0.52,8/26/2020,13:53:00,-17.53598314,-149.7679931,645.68,550.59,1325.37,310.97,1580.7,Vai'are,SE,Mid lagoon,Farehau
63,2020,2020-August,NA,0.45,29.43,64.97,0.21,0.49,1.16,0.49,8/26/2020,14:07:00,-17.53573436,-149.7629378,161.5,1077.42,1210.08,801.16,1931.53,Vai'are,SE,Reef crest,Farehau
64,2020,2020-August,NA,0.44,27.6,63.07,0.2,0.79,1.28,0.6,8/26/2020,14:37:00,-17.52938876,-149.7673331,477.45,642,620.65,104.41,1153.49,Vai'are,SE,Mid lagoon,Farehau
65,2020,2020-August,NA,0.56,26.4,46.75,0.21,0.8,1.01,0.41,8/26/2020,14:42:00,-17.52484376,-149.7649524,318.12,1139.97,114.17,34.6,1265.84,Vai'are,SE,Reef pass,Farehau
66,2020,2020-August,NA,0.59,27.49,46.49,0.24,0.83,0.99,0.36,8/26/2020,14:27:00,-17.52840162,-149.773503,1146.76,120.82,1093.39,22.11,586.52,Vai'are,SE,Fringing reef,Farehau
67,2020,2020-August,NA,0.65,26.33,40.52,0.24,2.55,1.56,0.34,8/26/2020,16:30:00,-17.5226684,-149.7793687,1748.73,119.77,1603.81,11.56,119.77,Vai'are,SE,Bay,Farehau
68,2020,2020-August,NA,0.69,26.23,38.14,0.22,1.22,1.28,0.51,8/26/2020,16:15:00,-17.52006574,-149.7738316,1147.06,100.21,1043.91,17.66,201.15,Vai'are,SE,Fringing reef,Teavaro
69,2020,2020-August,NA,0.62,27.52,44.71,0.22,0.77,1.63,0.45,8/26/2020,15:07:00,-17.51597897,-149.7687791,636.82,188.19,836.6,18.23,910.56,Vai'are,SE,Fringing reef,Teavaro
7,2020,2020-August,NA,0.45,29.84,65.6,0.14,0.88,1.15,0.42,9/2/2020,11:42:00,-17.57851023,-149.8622209,1040.23,292.1,1847.12,48.29,1155.44,Vai'anae/Atiha,SW,Fringing reef,Vaianae
70,2020,2020-August,NA,0.62,28.66,45.99,0.22,1.15,1.19,0.51,8/26/2020,15:27:00,-17.51029755,-149.7665881,516.91,250.59,1324.25,25.57,1553.77,Vai'are,SE,Fringing reef,Teavaro
71,2020,2020-August,NA,0.58,29.18,50.45,0.22,0.69,1.57,0.43,8/26/2020,15:44:00,-17.51072251,-149.7630267,138.16,627.72,1265.37,156.91,1739.23,Vai'are,SE,Reef crest,Teavaro
72,2020,2020-August,NA,0.6,28.51,47.85,0.22,0.68,0.83,0.37,8/26/2020,14:57:00,-17.52172509,-149.7643641,167.57,888.8,44.55,43.43,1245.34,Vai'are,SE,Reef pass,Teavaro
73,2020,2020-August,NA,0.5,32.52,64.6,0.21,0.71,1.75,0.44,8/26/2020,15:17:00,-17.51638885,-149.7642064,158.59,564.67,628.61,147.29,1304,Vai'are,SE,Reef crest,Teavaro
74,2020,2020-August,NA,0.54,29.56,55.07,0.21,0.6,1.15,0.5,8/27/2020,15:25:00,-17.50532775,-149.7609331,111.74,538.62,1883.09,405.67,2312.16,Vai'are,SE,Reef crest,Teavaro
75,2020,2020-August,NA,0.57,28.41,49.85,0.21,0.56,1.06,0.5,8/26/2020,16:07:00,-17.50326782,-149.7645343,565.09,101.47,2081.07,519.86,2316.62,Vai'are,SE,Fringing reef,Teavaro
76,2020,2020-August,NA,0.33,30.99,94.36,0.21,0.63,1.17,0.55,8/27/2020,14:30:00,-17.50094125,-149.7627215,525.28,158.19,2348.37,802.45,2626.16,Vai'are,SE,Fringing reef,Teavaro
77,2020,2020-August,NA,0.53,30.64,57.47,0.18,0.52,0.85,0.22,8/27/2020,15:08:00,-17.50258469,-149.7597522,161.37,474.23,2201.84,729.57,2627.04,Vai'are,SE,Reef crest,Teavaro
78,2020,2020-August,NA,0.53,29.64,55.97,0.21,0.65,0.92,0.38,8/27/2020,14:49:00,-17.50024941,-149.7576461,182.54,306.48,2514.66,1067.77,3010.98,Vai'are,SE,Reef crest,Teavaro
8,2020,2020-August,NA,0.57,27.21,47.92,0.16,0.65,1.57,1.53,9/2/2020,13:05:00,-17.58234638,-149.8545238,1399.18,211.44,1770.73,10.02,211.44,Vai'anae/Atiha,SW,Fringing reef,Vaianae
80,2020,2020-August,NA,0.68,29.97,44.28,0.17,1.04,1.51,0.36,9/2/2020,10:13:00,-17.56380737,-149.8743451,1085.84,305.48,982.11,451.87,3090.23,Vai'anae/Atiha,SW,Fringing reef,Haapiti
80,2020,2020-August,NA,0.68,29.97,44.28,0.17,1.04,1.51,0.36,9/2/2020,10:13:00,-17.56380737,-149.8743451,1085.84,305.48,982.11,451.87,3090.23,Vai'anae/Atiha,SW,Fringing reef,Haapiti
81,2020,2020-August,NA,0.64,27.76,43.53,0.21,0.76,1.26,0.43,9/2/2020,10:25:00,-17.56509583,-149.8775593,746.14,643.14,704.84,342.42,3250.62,Vai'anae/Atiha,SW,Mid lagoon,Haapiti
