Site,Jan2016,May2016,July2016,July2019,Aug2020,May2021,Latitude,Longitude,Distsance.to.crest,Distance_to_shore,Distance_to_pass,Distance_to_deep_lagoon_water,Distance_to_population_center,Population_center,Island_shore,Habitat,Lagoon,UniqueID,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample.x,run_name,project,run_order,sample.y,group,Samplepath,Blank1,Blank2,abs,Sample_ID.x,Phosphate,Silicate,Nitrite_plus_Nitrate,Ammonia,Notes,Sample_ID.y,Date,Weight_ug,Percent_C,Percent_H,Percent_N,C_to_N_ratio
179,Yes,Yes,Yes,,Yes,Yes,-17.48120195,-149.8175988,729.31,343.17,701.24,95.53,343.17,Maharepa,N,Reef pass,Paraoro,179_run5_18,0.00989157928601873,0.0332584742733724,0.00920476259691597,0.0117772139956373,0.0182469777322374,0.00630489178530024,0.00306379341810827,0.00585557269232982,0.00226029598692724,0.00798937221854575,0.0208072759491264,0.900436565572275,0.495588758232192,2.0523941125174,0.781573859515987,1.40488345367255,0.11510959020096,5.24794157008188,Group003Sample0004,aroundtheisland_run5,ati,18,aroundtheisland_run5/Group003Sample0004,Group003,aroundtheisland_run5/Group003Sample0004SEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0004ABS.dat,179,0.12,0.68,0.22,0.11,"",179,4/6/2022,2082,27.54365812,3.968247673,0.468545997,58.79
180,Yes,,,,Yes,Yes,-17.47707864,-149.8212362,138.36,942.75,218.5,222.03,942.75,Maharepa,N,Reef pass,Paraoro,180_run5_19,0.00980876288920104,0.0273514845277505,0.00933758898355252,0.0149931111426728,0.0196798876498866,0.0182819510484275,0.00449859707977164,0.00780976992124866,0.00281054090198361,0.0109936617857021,0.00919879671131245,0.880454367191625,0.686759465901648,2.19357778521893,0.622791953897832,1.43560968467761,0.0999270984895668,5.3010939953642,Group003Sample0005,aroundtheisland_run5,ati,19,aroundtheisland_run5/Group003Sample0005,Group003,aroundtheisland_run5/Group003Sample0005SEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0005ABS.dat,180,0.14,0.87,0.7,1.58,"",180,4/13/2022,2923,27.82417753,3.976571308,0.588430734,47.29
181,Yes,Yes,Yes,Yes,Yes,Yes,-17.47477999,-149.8148865,148.15,968.79,927.95,808.03,968.79,Maharepa,N,Reef crest,Paraoro,181_run5_20,0.00976020097979453,0.048762223446324,0.00673286628419317,0.0102342799128387,0.0287513754359197,0.0017820081337205,0.00358140592689036,0.00560500882508012,0.00218831745917872,0.00846420844626399,0.0174665426658831,0.809191190398355,0.581614562065133,2.30981035516831,0.657873962949454,1.53014017752574,0.131820846498627,4.99228402656756,Group003Sample0006,aroundtheisland_run5,ati,20,aroundtheisland_run5/Group003Sample0006,Group003,aroundtheisland_run5/Group003Sample0006SEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0006ABS.dat,181,0.1,0.36,0.17,0.25,"",181,4/6/2022,2913,29.30609108,4.170265082,0.47147933,62.16
182,Yes,Yes,Yes,,Yes,Yes,-17.47831405,-149.8135389,545.85,540.67,1015.63,595.65,540.67,Maharepa,N,Mid lagoon,Paraoro,182_run5_21,0.0082398003255818,0.033600964649213,0.00545574453766048,0.0112099634716558,0.00865126445468359,0.0204407128625959,0.00221821602011433,0.0051947034312597,0.00172433988372597,0.00698901910196318,0.00723604182748245,0.652281692523844,0.605650307022757,2.33020481497227,0.486687093267987,1.03792824598167,0.101410049576182,4.0910008145366,Group003Sample0007,aroundtheisland_run5,ati,21,aroundtheisland_run5/Group003Sample0007,Group003,aroundtheisland_run5/Group003Sample0007SEM.dat,aroundtheisland_run5/Group003Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group003Sample0007ABS.dat,182,0.09,0.34,0.14,0.21,"",182,4/6/2022,2374,27.16853713,3.82218341,0.63259319,42.95
183,Yes,Yes,Yes,,Yes,Yes,-17.48034675,-149.8136512,778.13,350.94,1040.79,428.44,350.94,Maharepa,N,Mid lagoon,Paraoro,183_run5_22,0.00870599654049025,0.0330868164459914,0.00715689769006596,0.0106118511182536,0.0163883288364208,0.0202039822042848,0.00284746879447772,0.00595998430720565,0.00189374321997161,0.00827163881629794,0.0117931353499379,0.737414273931497,0.443177049568386,1.77868483011477,0.674424999965867,1.3139353838579,0.109593493785283,5.31453313350774,Group004Sample0001,aroundtheisland_run5,ati,22,aroundtheisland_run5/Group004Sample0001,Group004,aroundtheisland_run5/Group004Sample0001SEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0001ABS.dat,183,0.13,0.51,0.2,0.35,"",183,4/6/2022,2895,29.45350879,4.200559543,0.527615759,55.82
184,Yes,Yes,Yes,,Yes,Yes,-17.4749949,-149.806126,151.84,609.8,649.07,490.27,609.8,Maharepa,N,Reef crest,Paraoro,184_run5_23,0.0111819218223117,0.0281788454257351,0.0124649914757094,0.016001831192301,0.0286515599393443,0.0254025886972012,0.00419919164185938,0.00949801504463137,0.00261061561380266,0.00908897052595444,0.0221506388852278,0.855089726217835,0.711877584480474,1.95581678076695,0.778972814168088,1.64456340920434,0.101213282680016,6.07393408117726,Group004Sample0002,aroundtheisland_run5,ati,23,aroundtheisland_run5/Group004Sample0002,Group004,aroundtheisland_run5/Group004Sample0002SEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0002ABS.dat,184,0.16,0.89,0.76,1.8,"",184,4/13/2022,2429,28.05011859,3.987324744,0.581278869,48.26
185,Yes,Yes,Yes,Yes,Yes,Yes,-17.47691201,-149.8066267,370.37,469.56,745.12,345.02,469.56,Maharepa,N,Mid lagoon,Paraoro,185_run5_24,0.0110474050353381,0.0380143400872198,0.00879872103398083,0.0134742744774411,0.0193933322981187,0.0271556660932049,0.00322135045131704,0.0068552857227173,0.00223936221781054,0.00867382121702385,0.0256901126136937,0.69047167702779,0.439572340876453,1.79233883751411,0.65300146948259,1.55296817115757,0.106447912271061,6.42124528445617,Group004Sample0003,aroundtheisland_run5,ati,24,aroundtheisland_run5/Group004Sample0003,Group004,aroundtheisland_run5/Group004Sample0003SEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0003ABS.dat,185,0.11,0.3,0.21,0.5,"",185,4/6/2022,2458,28.97846262,4.146582273,0.631862901,45.86
186,Yes,Yes,Yes,,Yes,Yes,-17.47711502,-149.8025034,343.12,286.84,376.65,118.08,286.84,Maharepa,N,Reef pass,Paraoro,186_run5_25,0.0123417880627056,0.0318906966546113,0.0128071271517707,0.0182488547098328,0.024637368621713,0.0127884136336747,0.00512999956292094,0.0104614792384866,0.00309491946695906,0.0120922834271512,0.0222833722396825,1.03210292788228,0.91400679905386,2.25800181557196,0.701804434054156,1.64102331147712,0.0940230782898698,5.86218120364879,Group004Sample0004,aroundtheisland_run5,ati,25,aroundtheisland_run5/Group004Sample0004,Group004,aroundtheisland_run5/Group004Sample0004SEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0004ABS.dat,186,0.16,0.61,0.82,0.49,"",186,4/11/2022,2367,28.41299165,3.846512648,0.576925835,49.25
187,Yes,Yes,Yes,Yes,Yes,Yes,-17.47899399,-149.8063396,598.16,249.9,824.04,181.1,249.9,Maharepa,N,Mid lagoon,Paraoro,187_run5_26,0.00935139544321416,0.0366394057559775,0.00794230235847176,0.0110539210999116,0.0243084019243437,0.0213412819379464,0.00333090200303156,0.00679100736832823,0.00229169263627527,0.00856393438335333,0.028160268889464,0.762664555477146,0.459915553767739,2.08289563795037,0.718505432297258,1.79249189620536,0.132978282545053,6.05059767807613,Group004Sample0005,aroundtheisland_run5,ati,26,aroundtheisland_run5/Group004Sample0005,Group004,aroundtheisland_run5/Group004Sample0005SEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0005ABS.dat,187,0.11,0.54,0.36,0.71,"",187,4/6/2022,2403,27.89512626,3.81470886,0.476275068,58.57
188,Yes,,,,Yes,Yes,-17.47806804,-149.8172428,442.27,653.2,620.63,372.55,653.2,Maharepa,N,Mid lagoon,Paraoro,188_run5_27,0.0106055778743178,0.0268718838414104,0.00775049894925629,0.0137526814758228,0.0185669755763487,0.0315875500858823,0.00302584981774108,0.00557717581043211,0.00210462663966843,0.00866931937071263,0.00378755794776574,0.71837461941566,0.60545257753556,2.10313662070927,0.563562746863706,1.33488273291691,0.101499539790769,5.20925645088279,Group004Sample0006,aroundtheisland_run5,ati,27,aroundtheisland_run5/Group004Sample0006,Group004,aroundtheisland_run5/Group004Sample0006SEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0006ABS.dat,188,0.15,0.74,0.32,0.17,"",188,4/6/2022,2702,29.12522143,4.175609704,0.476517436,61.12
19,Yes,,Yes,,Yes,Yes,-17.59828926,-149.8398006,193.07,735.46,334.74,282.26,1236.87,Vai'anae/Atiha,SW,Reef crest,Maatea,19_run6_4,0.197690030711123,0.341579127583145,0.187456504900119,0.258108808991268,1.24197637224643,0.118032700764708,0.0791004056120489,0.150481542047004,0.061583441451468,0.155649860579765,0.679046211628066,1.09484505014325,0.543624988456113,1.81766744417694,0.726269303371434,44.1909471853203,0.15871533587395,116.709475262669,Group001Sample0004,aroundtheisland_run6,ati,4,aroundtheisland_run6/Group001Sample0004,Group001,aroundtheisland_run6/Group001Sample0004SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0004ABS.dat,19,0.13,0.62,0.73,2.43,"",19,4/17/2022,2415,29.72293874,4.118344186,0.623290708,47.69
2,Yes,Yes,Yes,,Yes,Yes,-17.59042955,-149.8513141,553.98,506.75,809.65,250,506.75,Vai'anae/Atiha,SW,Mid lagoon,Vaianae,2_run1_2,0.0112943725792636,0.033828639972986,0.0110658381673972,0.0138642340804158,0.0383127495343078,0.0300519566978631,0.00527257749707587,0.009312189570837,0.00342527572689047,0.0131660714210024,0.0276970828643879,0.946505827320286,0.646390641656836,1.78304510874825,0.798157193770154,2.16931651035919,0.124602339075319,6.7578573450054,Group001Sample0002,aroundtheisland_run1,ati,2,aroundtheisland_run1/Group001Sample0002,Group001,aroundtheisland_run1/Group001Sample0002SEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0002ABS.dat,2,0.17,0.73,0.74,1.44,"",2,4/12/2022,2182,30.13684562,4.22046509,0.675613401,44.61
20,Yes,,Yes,,,Yes,-17.60238365,-149.8303391,222.85,1215.01,1419.62,1366.33,2079.74,Vai'anae/Atiha,SW,Reef crest,Maatea,20_run6_5,0.0140375177262129,0.0524704495245183,0.0146678749931428,0.0201880345013461,0.0562172620822522,0.0168289616103112,0.00750697574812467,0.0112717304764817,0.00508857334867686,0.0177003062773267,0.0306952658516228,1.02915099911184,0.595952330273773,2.18394467686185,0.726562805911827,3.07681197991435,0.131552347972155,9.68884715429441,Group001Sample0005,aroundtheisland_run6,ati,5,aroundtheisland_run6/Group001Sample0005,Group001,aroundtheisland_run6/Group001Sample0005SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0005ABS.dat,20,0.13,0.72,0.91,2.49,"",20,4/17/2022,2610,30.24674899,4.426172032,0.521558201,57.99
200,,,,,Yes,Yes,,,,,,,,,,,,200_run5_28,0.0119921801116352,0.0985697614457349,0.0127803681859816,0.0162191485031842,0.042349989079253,0.0307575202329979,0.00510052046123945,0.00999441226448525,0.00365551853949661,0.0124368511075119,0.0162340691174506,0.91771904013837,0.64727459040128,1.96087446205861,0.787980218781059,3.14500883019266,0.16143987353193,8.44312651913247,Group004Sample0007,aroundtheisland_run5,ati,28,aroundtheisland_run5/Group004Sample0007,Group004,aroundtheisland_run5/Group004Sample0007SEM.dat,aroundtheisland_run5/Group004Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group004Sample0007ABS.dat,200,0.17,0.71,1.07,1.21,"",200,4/12/2022,2265,28.38213354,3.95224754,0.470841346,60.28
201,,,,,Yes,Yes,,,,,,,,,,,,201_run8_20,0.0261157795929354,0.160065716290003,0.0295363232291032,0.0306019417858612,0.0356895761786571,0.0219947845347347,0.0150311164220919,0.0205852016151917,0.0104262323938795,0.0278754011925359,0,0.812797325024481,1.49836910409547,1.98835491911268,0.965178073855093,4.39159327005203,0.135809177590121,9.85009575522682,Group003Sample0006,aroundtheisland_run8,ati,20,aroundtheisland_run8/Group003Sample0006,Group003,aroundtheisland_run8/Group003Sample0006SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0006ABS.dat,201,0.15,0.68,0.57,2.25,"",201,4/17/2022,2309,28.31307192,3.928713877,0.478766704,59.14
202,,,,,Yes,Yes,,,,,,,,,,,,202_run5_29,0.014685604139293,0.0253810011188299,0.00208068094173537,0.0195297948973024,0.0305309161012334,0.00657852258928876,0.00711100671503219,0.0119649348845897,0.0049384548673972,0.0180476407409914,0.00352293592615213,0.754844030561928,1.15057510405703,1.81743244321728,0.1065388014916,1.61035961714643,0.0817692048466757,6.00950401189881,Group005Sample0001,aroundtheisland_run5,ati,29,aroundtheisland_run5/Group005Sample0001,Group005,aroundtheisland_run5/Group005Sample0001SEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group006Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0001ABS.dat,202,0.16,2.41,0.72,1.82,"",202,4/13/2022,2065,26.9934701,3.592616383,0.642405222,42.02
203,,,,,Yes,Yes,,,,,,,,,,,,203_run5_30,0.00781881987143129,0.010575909751206,0,0.00935783570639186,0.00766323860101952,0,0.00393823115219595,0.00727518601355556,0.00261604337977148,0.00907437712262394,0.0102174040461265,0.882588103980378,1.91223462676119,1.78574856131409,0,0.559289605778293,0.0544479862592301,2.79409238833265,Group005Sample0002,aroundtheisland_run5,ati,30,aroundtheisland_run5/Group005Sample0002,Group005,aroundtheisland_run5/Group005Sample0002SEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group006Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0002ABS.dat,203,0.16,0.9,0.94,2.04,"",203,4/8/2022,2357,26.810168,3.652225634,0.513159428,52.25
204,,,,,,Yes,,,,,,,,,,,,204_run5_31,0.0153930183202672,0.0293272226821653,0.00252751647107367,0.0201492864432136,0.0369600455831595,0.000683452912412327,0.00717866481027169,0.0120212769457971,0.00476421834018523,0.016739555312669,0.0195161959561132,0.81881523694882,1.28556111754954,1.90947789858871,0.125439502693901,1.87226360374459,0.0910563147120518,6.69357959349209,Group005Sample0003,aroundtheisland_run5,ati,31,aroundtheisland_run5/Group005Sample0003,Group005,aroundtheisland_run5/Group005Sample0003SEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group006Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0003ABS.dat,204,0.16,1.38,0.7,1.64,"",204,4/14/2022,2501,26.78361834,3.64102713,0.665618255,40.24
205,,,,,Yes,Yes,,,,,,,,,,,,205_run8_21,0.0604030969426423,0.245859936636244,0.0399767060596661,0.117027084308065,0.325098396617505,0.0715456890414209,0.0163969618474866,0.0286215499004858,0.010882719359377,0.0360385258652187,0.0412248186774932,1.94041277645561,0.338889540391094,2.37921548609053,0.341602170950704,16.2704463837816,0.167098518980293,44.3856036661107,Group003Sample0007,aroundtheisland_run8,ati,21,aroundtheisland_run8/Group003Sample0007,Group003,aroundtheisland_run8/Group003Sample0007SEM.dat,aroundtheisland_run8/Group003Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group003Sample0007ABS.dat,205,0.18,1.27,1.16,1.78,"",205,4/16/2022,2570,27.44031245,3.671647077,0.748958128,36.64
206,,,,,Yes,Yes,,,,,,,,,,,,206_run8_22,0.135059454776922,0.56601615730658,0.118989760892434,0.175906976887629,0.423454245092644,0.200830519412062,0.0516752705182268,0.0957210116753267,0.0371811447348193,0.11351502933669,0.0966873838944736,0.977246019616429,0.976459975503502,2.0941140886852,0.676435710497407,25.1786124286773,0.154522510385281,60.8670390972172,Group004Sample0001,aroundtheisland_run8,ati,22,aroundtheisland_run8/Group004Sample0001,Group004,aroundtheisland_run8/Group004Sample0001SEM.dat,aroundtheisland_run8/Group004Sample0001BEM.dat,aroundtheisland_run8/Group001Sample0001BEM.dat,aroundtheisland_run8/Group004Sample0001ABS.dat,206,0.15,0.8,1.03,3.29,"",206,4/17/2022,2154,27.23676486,3.633878583,0.543407661,50.12
209,,,,,Yes,Yes,,,,,,,,,,,,209_run5_33,0.00610836272754329,0.0218013951598438,0,0.00801587409838573,0.00972227941847236,0.0153405228322996,0.00227230314529759,0.0036358478380597,0.00163859531506835,0.00620774813495722,0.0128383057463642,0.688481694721147,0.753675140945133,2.32997139576141,0,0.739428955494253,0.0985282236628904,2.59093918465273,Group005Sample0005,aroundtheisland_run5,ati,33,aroundtheisland_run5/Group005Sample0005,Group005,aroundtheisland_run5/Group005Sample0005SEM.dat,aroundtheisland_run5/Group005Sample0001BEM.dat,aroundtheisland_run5/Group006Sample0001BEM.dat,aroundtheisland_run5/Group005Sample0005ABS.dat,209,0.11,0.6,0.51,1.94,"",209,4/7/2022,2474,26.78486268,3.56759392,0.530946332,50.45
21,Yes,Yes,Yes,,,Yes,-17.59344385,-149.826245,1240.68,142.84,1829.11,1610.68,1925.87,Vai'anae/Atiha,SW,Fringing reef,Maatea,21_run6_6,0.0176915080704519,0.0515249056560832,0.0168744490428285,0.0255712064825305,0.0295928446229154,0.0292927603338745,0.00762352414445023,0.0130755357569853,0.00525342036140219,0.018489235593458,0.0278887553261841,0.765087490057842,1.03381957843483,2.04065960732403,0.659900386567861,1.90261008602485,0.079831833064124,7.84325830068075,Group001Sample0006,aroundtheisland_run6,ati,6,aroundtheisland_run6/Group001Sample0006,Group001,aroundtheisland_run6/Group001Sample0006SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0006ABS.dat,21,0.12,0.96,1.4,2.52,"",21,4/17/2022,2491,27.09937715,3.691179121,0.751401845,36.07
22,Yes,Yes,Yes,Yes,Yes,Yes,-17.60326945,-149.810896,238.14,1246.02,3451.57,865.13,1246.02,Ma'atea,SW,Reef crest,Maatea,22_run6_7,0.0140108914404062,0.222938790719845,0.0145717136944384,0.0193604243671711,0.0790895630956669,0.0654896175624715,0.00762520494277323,0.0112296766650226,0.00538920929677919,0.0190236036257157,0.039727878159922,1.04709845740109,0.358408874630301,2.37000649942692,0.752654663869207,6.21353495675538,0.232521270202534,15.1450771393714,Group001Sample0007,aroundtheisland_run6,ati,7,aroundtheisland_run6/Group001Sample0007,Group001,aroundtheisland_run6/Group001Sample0007SEM.dat,aroundtheisland_run6/Group001Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group001Sample0007ABS.dat,22,0.1,0.75,0.19,1.74,"",22,4/18/2022,2762,31.14515414,4.62798305,0.483377515,64.43
24,Yes,Yes,Yes,,Yes,Yes,-17.59325316,-149.8095427,1244.37,153.45,3031.16,168.45,153.45,Ma'atea,SW,Fringing reef,Maatea,24_run6_8,0.0157841434218267,0.0920870857688029,0.0163514250568581,0.0194552414210332,0.030309568550603,0.0134881814009031,0.00765198635747702,0.0134467485325907,0.00564915452652621,0.0166581384683417,0.0180206103869195,0.764335261364711,0.942968062293239,1.79249715638583,0.840463744602033,2.66515045485158,0.121069407206054,7.71789025995529,Group002Sample0001,aroundtheisland_run6,ati,8,aroundtheisland_run6/Group002Sample0001,Group002,aroundtheisland_run6/Group002Sample0001SEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0001ABS.dat,24,0.12,1.01,0.64,2.65,"",24,4/18/2022,2508,28.32602056,4.02174193,0.537550957,52.69
25,Yes,Yes,Yes,,Yes,Yes,-17.59436904,-149.8067542,1115.81,313.51,2895.1,119.94,313.51,Ma'atea,SW,Fringing reef,Maatea,25_run2_8,0.0119875848391059,0.0413940674517269,0.0122483838404098,0.0178738524985561,0,0.0147860103597908,0.00472123989245225,0.0100035058634615,0.00304283998024981,0.00902869707685998,0,0.880065626357666,1.64321478665121,1.96867599456638,0.685268262194695,0.707382577143158,0.0506548950422156,3.60948821753822,Group002Sample0001,aroundtheisland_run2,ati,8,aroundtheisland_run2/Group002Sample0001,Group002,aroundtheisland_run2/Group002Sample0001SEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0001ABS.dat,25,0.13,0.54,0.68,2.79,"",25,4/13/2022,2122,28.10979282,3.894154292,0.684679849,41.06
26,Yes,Yes,Yes,,Yes,Yes,-17.59146245,-149.8037116,1023.71,172.28,2420.52,113.71,172.28,Ma'atea,SE,Fringing reef,Maatea,26_run6_9,0.0129327501542631,0.10194615935761,0.0147935453523344,0.0146641755325629,0.052483177143397,0.0441074124754052,0.00670858329310566,0.0117340578909778,0.00483510889506981,0.0160611255530926,0.0216082594723418,0.850507570798643,0.562819181797854,1.81533467598492,1.00882216797557,3.68351314848529,0.167267007508155,9.57299682552628,Group002Sample0002,aroundtheisland_run6,ati,9,aroundtheisland_run6/Group002Sample0002,Group002,aroundtheisland_run6/Group002Sample0002SEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0002ABS.dat,26,0.09,0.86,0.4,2.43,"",26,4/18/2022,2818,25.78774079,3.514794105,0.62240598,41.43
27,Yes,Yes,Yes,Yes,Yes,Yes,-17.59423829,-149.7964097,184.21,996.38,2225.84,450.33,996.38,Ma'atea,SE,Reef crest,Maatea,27_run6_10,0.123903030314182,0.660772940249109,0.0838702708163888,0.22391842865319,1.04505806531176,0.242753265866042,0.0399909135793271,0.0625421472453869,0.0289813171485308,0.0941487311206941,0.435024833369877,1.8901601373274,0.223449078719607,2.2523957414184,0.374557249802288,53.6072447890715,0.22251195889948,132.392166307759,Group002Sample0003,aroundtheisland_run6,ati,10,aroundtheisland_run6/Group002Sample0003,Group002,aroundtheisland_run6/Group002Sample0003SEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0003ABS.dat,27,0.11,0.7,0.18,0.17,"",27,4/18/2022,2292,30.47699175,4.462843596,0.434019184,70.22
28,Yes,Yes,Yes,,,Yes,-17.59882126,-149.8193942,695.02,685.78,4218.68,838.91,1176.93,Ma'atea,SW,Mid lagoon,Maatea,28_run6_11,0.0120583647103693,0.0495986968158689,0.0136135088007145,0.0185489641413643,0.0349692486065768,0.0176739062434156,0.00576750853117586,0.0111348509986707,0.00389980003392002,0.0149872624127264,0.00510012814836843,0.948919480412938,1.08918612610339,2.0040093693687,0.733922859355592,2.26849455269381,0.120590627714886,6.18301792364403,Group002Sample0004,aroundtheisland_run6,ati,11,aroundtheisland_run6/Group002Sample0004,Group002,aroundtheisland_run6/Group002Sample0004SEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0004ABS.dat,28,0.12,0.68,0.5,2.45,"",28,4/17/2022,2532,30.18068995,4.420764093,0.470422015,64.16
29,Yes,Yes,Yes,,,Yes,-17.59742064,-149.8283843,789.87,623.66,5084.49,1653.55,1930.09,Ma'atea,SW,Mid lagoon,Maatea,29_run6_12,0.0122104473992771,0.114743472183278,0.011996773397066,0.0202021564861122,0.0313255571982206,0.0348641961925766,0.00467532991944027,0.0101980059972229,0.00329083251917199,0.0119364520474699,0.0275206913464566,0.857160946936896,0.603318478692876,2.17945766642318,0.593836277098097,3.00655355178736,0.161932295173419,7.9706924410771,Group002Sample0005,aroundtheisland_run6,ati,12,aroundtheisland_run6/Group002Sample0005,Group002,aroundtheisland_run6/Group002Sample0005SEM.dat,aroundtheisland_run6/Group002Sample0001BEM.dat,aroundtheisland_run6/Group003Sample0001BEM.dat,aroundtheisland_run6/Group002Sample0005ABS.dat,29,0.13,0.7,0.82,2.58,"",29,4/17/2022,2446,29.63315814,4.28076959,0.519069162,57.09
3,Yes,Yes,Yes,Yes,Yes,Yes,-17.59052703,-149.861271,307.22,1164.85,1707.27,290.83,1164.85,Vai'anae/Atiha,SW,Reef crest,Vaianae,3_run1_3,0.0162487192866962,0.0552186623150026,0.0183125511352929,0.0207869073530117,0.0855707804591107,0.0196752571548878,0.00986773908639204,0.0149279847694321,0.00725025328213848,0.0215547374145235,0.0333489415239258,0.908624663534699,0.693537958697528,1.88759015643605,0.880965639779969,4.16663845098384,0.159266169193143,10.1667022361362,Group001Sample0003,aroundtheisland_run1,ati,3,aroundtheisland_run1/Group001Sample0003,Group001,aroundtheisland_run1/Group001Sample0003SEM.dat,aroundtheisland_run1/Group001Sample0001BEM.dat,aroundtheisland_run1/Group002Sample0001BEM.dat,aroundtheisland_run1/Group001Sample0003ABS.dat,3,0.14,0.69,0.21,1.01,"",3,4/12/2022,2582,29.34417578,4.165029342,0.675208393,43.46
31,Yes,Yes,Yes,Yes,Yes,Yes,-17.59795985,-149.8038875,661.3,783.44,2988.97,212.1,783.44,Ma'atea,SW,Mid lagoon,Maatea,31_run2_9,0.0073561315654852,0.0145613442602823,0.00911787154611009,0.0115270373543181,0,0.0220883794541534,0.00383431463148487,0.00767361545138107,0.00231303131851417,0.00786694991970447,0,0.689210914906082,1.87181290629565,2.12614500569595,0.790998698611353,0.216771901570683,0.0232183229847212,1.87153821531289,Group002Sample0002,aroundtheisland_run2,ati,9,aroundtheisland_run2/Group002Sample0002,Group002,aroundtheisland_run2/Group002Sample0002SEM.dat,aroundtheisland_run2/Group002Sample0001BEM.dat,aroundtheisland_run2/Group003Sample0001BEM.dat,aroundtheisland_run2/Group002Sample0002ABS.dat,31,0.12,0.74,0.57,1.54,"",31,4/13/2022,2853,31.03074265,4.470391669,0.578067722,53.68
